10. НАСЕЛЕНИЕ ОТДЕЛЬНЫХ НАЦИОНАЛЬНОСТЕЙ ПО ВОЗРАСТНЫМ ГРУППАМ, ПОЛУ И УРОВНЮ ОБРАЗОВАНИЯ												
												
												
	Численность населения соответ-ствующей националь-ности	в том числе имеют образование								Не имеют начального общего образования	из них негра-мотные	Не указавшие уровень образования
		профессиональное					общее					
		послевузов-ское	высшее	неполное высшее	среднее	начальное	среднее (полное)	основное	начальное			
												
Все население в возрасте 15 лет и более												
50-54	235.0	2.0	94.0	5.0	58.0	35.0	25.0	13.0	2.0	1.0	1.0	-
55-59	94.0	2.0	34.0	-	27.0	9.0	8.0	8.0	6.0	-	-	-
60-64	109.0	-	47.0	1.0	16.0	19.0	7.0	12.0	6.0	1.0	1.0	-
65-69	100.0	2.0	37.0	-	19.0	11.0	4.0	11.0	14.0	2.0	1.0	-
70 и более	172.0	2.0	30.0	5.0	29.0	9.0	10.0	18.0	59.0	10.0	3.0	-
Возраст не указан	2.0	-	-	-	2.0	-	-	-	-	-	-	-
Черкесы	8604.0	62.0	2003.0	511.0	2286.0	764.0	2038.0	790.0	135.0	10.0	5.0	5.0
в том числе в возрасте, лет:												
15-17	736.0	-	-	1.0	13.0	16.0	263.0	414.0	29.0	-	-	-
18-19	675.0	-	-	78.0	84.0	41.0	409.0	60.0	3.0	-	-	-
20-24	1202.0	5.0	237.0	243.0	257.0	104.0	306.0	49.0	-	1.0	1.0	-
25-29	854.0	7.0	296.0	55.0	227.0	78.0	158.0	30.0	3.0	-	-	-
30-34	813.0	4.0	236.0	35.0	291.0	83.0	136.0	26.0	1.0	-	-	1.0
35-39	876.0	-	201.0	39.0	328.0	104.0	180.0	19.0	2.0	2.0	2.0	1.0
40-44	958.0	9.0	253.0	19.0	354.0	108.0	190.0	21.0	2.0	-	-	2.0
45-49	815.0	8.0	227.0	15.0	268.0	85.0	174.0	31.0	7.0	-	-	-
50-54	585.0	5.0	187.0	15.0	195.0	65.0	93.0	18.0	5.0	1.0	-	1.0
55-59	283.0	5.0	105.0	2.0	87.0	29.0	33.0	19.0	3.0	-	-	-
60-64	382.0	8.0	127.0	4.0	104.0	23.0	58.0	40.0	18.0	-	-	-
65-69	211.0	4.0	78.0	2.0	42.0	18.0	21.0	25.0	19.0	2.0	-	-
70 и более	214.0	7.0	56.0	3.0	36.0	10.0	17.0	38.0	43.0	4.0	2.0	-
Возраст не указан	1.0	-	-	-	-	-	-	-	-	-	-	1.0
Ненцы	2126.0	7.0	127.0	61.0	374.0	233.0	473.0	553.0	166.0	129.0	104.0	3.0
в том числе в возрасте, лет:												
15-17	274.0	-	-	-	2.0	4.0	32.0	174.0	53.0	9.0	6.0	-
18-19	235.0	-	-	2.0	10.0	20.0	103.0	80.0	10.0	10.0	4.0	-
20-24	380.0	1.0	13.0	27.0	59.0	41.0	102.0	94.0	26.0	15.0	13.0	2.0
25-29	230.0	-	8.0	6.0	46.0	36.0	48.0	55.0	15.0	16.0	15.0	-
30-34	215.0	-	17.0	5.0	50.0	33.0	49.0	31.0	9.0	21.0	17.0	-
35-39	234.0	1.0	14.0	9.0	74.0	33.0	53.0	30.0	9.0	11.0	8.0	-
40-44	188.0	2.0	18.0	5.0	41.0	29.0	42.0	33.0	6.0	12.0	11.0	-
45-49	131.0	1.0	27.0	2.0	33.0	18.0	20.0	14.0	9.0	7.0	7.0	-
50-54	100.0	1.0	13.0	3.0	33.0	12.0	13.0	18.0	4.0	3.0	2.0	-
55-59	42.0	-	7.0	1.0	9.0	1.0	7.0	6.0	5.0	6.0	5.0	-
60-64	34.0	1.0	1.0	-	10.0	3.0	1.0	10.0	5.0	3.0	3.0	-
65-69	29.0	-	6.0	1.0	1.0	1.0	1.0	5.0	8.0	5.0	4.0	1.0
70 и более	34.0	-	3.0	-	6.0	2.0	2.0	3.0	7.0	11.0	9.0	-
Возраст не указан	4.0	-	-	-	-	-	-	2.0	-	-	-	2.0
Эвенки	2844.0	7.0	393.0	120.0	545.0	298.0	828.0	501.0	118.0	33.0	20.0	1.0
в том числе в возрасте, лет:												
15-17	337.0	-	-	-	3.0	3.0	97.0	203.0	29.0	1.0	1.0	1.0
18-19	298.0	-	-	17.0	23.0	20.0	186.0	45.0	7.0	-	-	-
20-24	475.0	-	29.0	37.0	91.0	48.0	184.0	69.0	8.0	9.0	4.0	-
25-29	363.0	1.0	60.0	23.0	88.0	47.0	93.0	43.0	6.0	2.0	1.0	-
30-34	298.0	-	42.0	13.0	89.0	47.0	74.0	25.0	5.0	3.0	3.0	-
35-39	287.0	3.0	62.0	9.0	81.0	39.0	74.0	12.0	3.0	4.0	3.0	-
40-44	246.0	-	58.0	6.0	63.0	35.0	47.0	32.0	4.0	1.0	1.0	-
45-49	160.0	-	38.0	5.0	46.0	25.0	27.0	13.0	5.0	1.0	-	-
50-54	119.0	1.0	33.0	4.0	21.0	20.0	20.0	15.0	4.0	1.0	-	-
55-59	66.0	-	18.0	2.0	13.0	7.0	12.0	8.0	5.0	1.0	1.0	-
60-64	74.0	1.0	27.0	2.0	8.0	4.0	8.0	12.0	9.0	3.0	1.0	-
65-69	55.0	-	17.0	2.0	13.0	2.0	3.0	6.0	11.0	1.0	1.0	-
70 и более	66.0	1.0	9.0	-	6.0	1.0	3.0	18.0	22.0	6.0	4.0	-
Возраст не указан	1.0	-	-	-	-	-	-	-	-	-	-	1.0
Ханты	2866.0	10.0	265.0	81.0	694.0	351.0	588.0	642.0	197.0	25.0	13.0	13.0
в том числе в возрасте, лет:												
15-17	367.0	-	-	-	3.0	8.0	82.0	223.0	43.0	4.0	2.0	4.0
18-19	278.0	-	-	15.0	32.0	24.0	107.0	89.0	10.0	-	-	1.0
20-24	467.0	2.0	22.0	26.0	99.0	53.0	130.0	113.0	19.0	2.0	2.0	1.0
25-29	321.0	-	48.0	6.0	80.0	47.0	56.0	57.0	21.0	3.0	2.0	3.0
30-34	282.0	1.0	29.0	10.0	87.0	41.0	49.0	43.0	20.0	1.0	-	1.0
35-39	310.0	-	36.0	7.0	118.0	51.0	55.0	25.0	15.0	3.0	1.0	-
40-44	277.0	-	27.0	5.0	112.0	47.0	51.0	23.0	8.0	2.0	1.0	2.0
45-49	209.0	1.0	30.0	3.0	70.0	37.0	30.0	22.0	14.0	2.0	-	-
50-54	136.0	1.0	22.0	2.0	42.0	27.0	18.0	17.0	6.0	1.0	-	-
55-59	59.0	1.0	15.0	1.0	13.0	10.0	2.0	11.0	4.0	2.0	1.0	-
60-64	79.0	3.0	23.0	3.0	19.0	2.0	6.0	12.0	10.0	-	-	1.0
65-69	40.0	1.0	8.0	1.0	10.0	3.0	1.0	3.0	11.0	2.0	2.0	-
70 и более	41.0	-	5.0	2.0	9.0	1.0	1.0	4.0	16.0	3.0	2.0	-
Возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-
Чукчи	1130.0	6.0	103.0	37.0	154.0	151.0	272.0	280.0	95.0	21.0	14.0	11.0
в том числе в возрасте, лет:												
15-17	155.0	-	-	-	-	3.0	25.0	89.0	28.0	3.0	3.0	7.0
18-19	125.0	-	-	5.0	3.0	22.0	59.0	30.0	6.0	-	-	-
20-24	194.0	1.0	8.0	12.0	22.0	38.0	50.0	50.0	10.0	3.0	1.0	-
25-29	121.0	-	9.0	6.0	21.0	14.0	24.0	36.0	5.0	5.0	3.0	1.0
30-34	119.0	1.0	8.0	2.0	27.0	21.0	23.0	24.0	9.0	3.0	2.0	1.0
35-39	120.0	1.0	16.0	6.0	26.0	17.0	33.0	14.0	5.0	2.0	1.0	-
40-44	97.0	-	17.0	1.0	20.0	17.0	22.0	9.0	7.0	3.0	3.0	1.0
45-49	74.0	-	10.0	-	15.0	8.0	20.0	12.0	9.0	-	-	-
50-54	42.0	-	14.0	5.0	5.0	5.0	5.0	7.0	1.0	-	-	-
55-59	23.0	1.0	9.0	-	4.0	2.0	4.0	1.0	2.0	-	-	-
60-64	31.0	1.0	9.0	-	5.0	1.0	6.0	4.0	5.0	-	-	-
65-69	15.0	-	1.0	-	4.0	2.0	1.0	2.0	4.0	1.0	1.0	-
70 и более	14.0	1.0	2.0	-	2.0	1.0	-	2.0	4.0	1.0	-	1.0
Возраст не указан	2.0	-	1.0	-	-	-	-	-	-	-	-	1.0
Манси	1701.0	6.0	160.0	45.0	375.0	228.0	397.0	381.0	98.0	7.0	3.0	4.0
в том числе в возрасте, лет:												
15-17	251.0	-	-	-	1.0	6.0	60.0	152.0	29.0	2.0	-	1.0
18-19	137.0	-	-	7.0	10.0	10.0	72.0	37.0	1.0	-	-	-
20-24	267.0	-	24.0	16.0	52.0	29.0	76.0	60.0	9.0	1.0	-	-
25-29	192.0	1.0	18.0	5.0	43.0	34.0	50.0	36.0	5.0	-	-	-
30-34	158.0	-	17.0	7.0	50.0	27.0	33.0	21.0	2.0	-	-	1.0
35-39	181.0	1.0	16.0	2.0	66.0	38.0	40.0	13.0	4.0	1.0	1.0	-
40-44	162.0	1.0	28.0	3.0	47.0	31.0	32.0	16.0	2.0	1.0	1.0	1.0
45-49	130.0	-	14.0	1.0	46.0	26.0	22.0	13.0	7.0	-	-	1.0
50-54	75.0	2.0	13.0	1.0	26.0	13.0	6.0	12.0	2.0	-	-	-
55-59	27.0	-	5.0	-	9.0	3.0	4.0	3.0	3.0	-	-	-
60-64	49.0	-	12.0	1.0	12.0	2.0	2.0	13.0	7.0	-	-	-
65-69	41.0	-	9.0	1.0	9.0	6.0	-	2.0	13.0	1.0	1.0	-
70 и более	31.0	1.0	4.0	1.0	4.0	3.0	-	3.0	14.0	1.0	-	-
Возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-
Коряки	868.0	-	61.0	17.0	187.0	82.0	184.0	249.0	65.0	15.0	9.0	8.0
в том числе в возрасте, лет:												
15-17	125.0	-	-	-	-	-	13.0	79.0	26.0	4.0	3.0	3.0
18-19	91.0	-	-	1.0	4.0	7.0	26.0	44.0	8.0	-	-	1.0
20-24	156.0	-	2.0	6.0	49.0	14.0	33.0	38.0	10.0	4.0	4.0	-
25-29	98.0	-	8.0	-	20.0	14.0	28.0	25.0	2.0	1.0	-	-
30-34	94.0	-	8.0	3.0	26.0	8.0	24.0	24.0	1.0	-	-	-
35-39	82.0	-	10.0	1.0	29.0	10.0	20.0	10.0	1.0	1.0	1.0	-
40-44	73.0	-	13.0	2.0	21.0	12.0	15.0	9.0	1.0	-	-	-
45-49	56.0	-	5.0	2.0	23.0	8.0	7.0	9.0	-	-	-	2.0
50-54	41.0	-	6.0	2.0	7.0	6.0	9.0	7.0	4.0	-	-	-
55-59	23.0	-	3.0	-	6.0	3.0	5.0	1.0	4.0	-	-	1.0
60-64	14.0	-	4.0	-	-	-	2.0	2.0	5.0	1.0	-	-
65-69	11.0	-	2.0	-	-	-	-	1.0	3.0	4.0	1.0	1.0
70 и более	4.0	-	-	-	2.0	-	2.0	-	-	-	-	-
Возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-
Долганы	340.0	1.0	42.0	15.0	43.0	43.0	111.0	66.0	16.0	-	-	3.0
в том числе в возрасте, лет:												
15-17	48.0	-	-	-	-	1.0	15.0	24.0	7.0	-	-	1.0
18-19	44.0	-	-	2.0	3.0	3.0	24.0	11.0	1.0	-	-	-
20-24	66.0	-	5.0	4.0	8.0	12.0	24.0	13.0	-	-	-	-
25-29	44.0	-	2.0	4.0	6.0	7.0	13.0	9.0	3.0	-	-	-
30-34	31.0	1.0	3.0	2.0	3.0	4.0	14.0	3.0	1.0	-	-	-
35-39	34.0	-	7.0	-	9.0	6.0	8.0	3.0	-	-	-	1.0
40-44	25.0	-	9.0	3.0	6.0	3.0	3.0	1.0	-	-	-	-
45-49	16.0	-	6.0	-	4.0	2.0	4.0	-	-	-	-	-
50-54	8.0	-	1.0	-	2.0	3.0	2.0	-	-	-	-	-
55-59	9.0	-	3.0	-	1.0	2.0	2.0	1.0	-	-	-	-
60-64	7.0	-	5.0	-	-	-	-	-	2.0	-	-	-
65-69	6.0	-	-	-	1.0	-	2.0	1.0	1.0	-	-	1.0
70 и более	2.0	-	1.0	-	-	-	-	-	1.0	-	-	-
Возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-
Женщины в возрасте 15 лет и более												
Русские	41695609.0	133254.0	8131277.0	1526387.0	13065143.0	3983832.0	6807789.0	4943541.0	2674000.0	296546.0	134618.0	133840.0
в том числе в возрасте, лет:												
15-17	2347798.0	-	-	4745.0	26608.0	32790.0	624114.0	1497793.0	141107.0	5661.0	2842.0	14980.0
18-19	1709030.0	-	977.0	170612.0	234219.0	123031.0	1006525.0	159736.0	7062.0	2649.0	1787.0	4219.0
20-24	3748754.0	7893.0	595631.0	630328.0	1134043.0	396577.0	786442.0	169333.0	13106.0	5314.0	3611.0	10087.0
25-29	3457323.0	17942.0	975720.0	178288.0	1256544.0	391030.0	466407.0	145498.0	10490.0	4825.0	3159.0	10579.0
30-34	3084311.0	15163.0	881571.0	116353.0	1294191.0	347742.0	336436.0	70015.0	8143.0	3968.0	2630.0	10729.0
35-39	3110564.0	13394.0	912563.0	86262.0	1332770.0	349150.0	343903.0	51207.0	7158.0	3923.0	2548.0	10234.0
40-44	3980164.0	15638.0	1080662.0	83180.0	1689045.0	469214.0	540240.0	74966.0	10357.0	4249.0	2650.0	12613.0
45-49	3935831.0	14316.0	974843.0	62996.0	1630651.0	483736.0	604578.0	131519.0	16757.0	4309.0	2580.0	12126.0
50-54	3624326.0	12334.0	825158.0	52066.0	1456230.0	405122.0	611273.0	217663.0	29273.0	4018.0	2307.0	11189.0
55-59	2012221.0	8488.0	502574.0	32328.0	705285.0	201053.0	324530.0	184629.0	43943.0	2521.0	1328.0	6870.0
60-64	2963554.0	9973.0	529511.0	32182.0	879223.0	265813.0	456752.0	547698.0	226595.0	7615.0	3332.0	8192.0
65-69	2380954.0	7240.0	364242.0	21757.0	598917.0	189162.0	258538.0	514572.0	401185.0	18823.0	7293.0	6518.0
70 и более	5340779.0	10873.0	487825.0	55290.0	827417.0	329412.0	448051.0	1178912.0	1758824.0	228671.0	98551.0	15504.0
Возраст не указан	13125.0	38.0	1467.0	320.0	1893.0	420.0	1409.0	636.0	440.0	162.0	48.0	6340.0
Татары	1748660.0	3967.0	264530.0	59620.0	538337.0	198371.0	314482.0	223269.0	126230.0	18028.0	11256.0	1826.0
в том числе в возрасте, лет:												
15-17	108756.0	-	-	71.0	1399.0	1376.0	29463.0	70634.0	5456.0	163.0	109.0	194.0
18-19	76265.0	-	18.0	7763.0	10529.0	5272.0	46013.0	6335.0	185.0	99.0	74.0	51.0
20-24	150531.0	239.0	22817.0	26664.0	48257.0	17506.0	29582.0	4824.0	324.0	192.0	151.0	126.0
25-29	132071.0	649.0	34582.0	6899.0	51516.0	17705.0	15938.0	4211.0	289.0	167.0	126.0	115.0
30-34	129361.0	500.0	30684.0	4093.0	57802.0	18683.0	14493.0	2468.0	313.0	172.0	132.0	153.0
35-39	169811.0	494.0	35249.0	3726.0	77160.0	26126.0	23762.0	2619.0	348.0	164.0	127.0	163.0
40-44	217956.0	546.0	41680.0	3326.0	94045.0	33523.0	39218.0	4580.0	580.0	248.0	170.0	210.0
45-49	185178.0	442.0	33515.0	2257.0	74796.0	28786.0	36131.0	7964.0	918.0	197.0	149.0	172.0
50-54	136681.0	329.0	23491.0	1500.0	50250.0	18102.0	28599.0	12481.0	1603.0	180.0	134.0	146.0
55-59	67241.0	194.0	12282.0	788.0	20562.0	7696.0	12603.0	10168.0	2744.0	133.0	82.0	71.0
60-64	107534.0	243.0	12636.0	815.0	22680.0	9623.0	16695.0	29743.0	14423.0	594.0	290.0	82.0
65-69	89835.0	133.0	8025.0	484.0	13616.0	6202.0	9798.0	25784.0	23996.0	1695.0	917.0	102.0
70 и более	177440.0	198.0	9551.0	1234.0	15725.0	7771.0	12187.0	41458.0	75051.0	14024.0	8795.0	241.0
Возраст не указан	384.0	1.0	49.0	7.0	61.0	24.0	58.0	33.0	33.0	7.0	3.0	111.0
Украинцы	1105428.0	3822.0	227563.0	30929.0	382240.0	103802.0	163225.0	105836.0	75700.0	9688.0	4011.0	2623.0
в том числе в возрасте, лет:												
15-17	22486.0	-	-	48.0	284.0	289.0	5938.0	14354.0	1366.0	55.0	30.0	152.0
18-19	17151.0	-	12.0	1834.0	2226.0	1120.0	10295.0	1531.0	70.0	24.0	18.0	39.0
20-24	53230.0	124.0	8446.0	8074.0	15116.0	5160.0	13011.0	2834.0	216.0	75.0	44.0	174.0
25-29	73394.0	348.0	18430.0	3896.0	27201.0	7921.0	12132.0	2973.0	205.0	66.0	34.0	222.0
30-34	90896.0	449.0	23615.0	3542.0	40622.0	9750.0	10566.0	1795.0	217.0	76.0	39.0	264.0
35-39	102922.0	406.0	28191.0	2888.0	47589.0	10687.0	11366.0	1320.0	187.0	61.0	18.0	227.0
40-44	122638.0	465.0	32467.0	2660.0	55113.0	13492.0	15925.0	1887.0	253.0	84.0	33.0	292.0
45-49	112109.0	385.0	27341.0	1832.0	49119.0	13462.0	16501.0	2771.0	381.0	67.0	25.0	250.0
50-54	110183.0	376.0	24797.0	1619.0	46345.0	12147.0	18555.0	5363.0	695.0	64.0	34.0	222.0
55-59	69785.0	318.0	16519.0	1024.0	24459.0	6853.0	12121.0	6642.0	1609.0	76.0	27.0	164.0
60-64	97362.0	366.0	18832.0	1029.0	29474.0	8473.0	14816.0	17018.0	6932.0	248.0	103.0	174.0
65-69	70193.0	243.0	12232.0	597.0	18457.0	5264.0	7587.0	13288.0	11640.0	741.0	290.0	144.0
70 и более	163079.0	342.0	16681.0	1886.0	26235.0	9184.0	14412.0	34060.0	51929.0	8051.0	3316.0	299.0
Возраст не указан	246.0	-	35.0	5.0	66.0	25.0	47.0	16.0	14.0	2.0	-	36.0
Башкиры	354043.0	781.0	46436.0	11972.0	112342.0	53723.0	60390.0	44417.0	20767.0	3051.0	2047.0	164.0
в том числе в возрасте, лет:												
15-17	28623.0	-	-	5.0	403.0	405.0	7232.0	18760.0	1745.0	60.0	46.0	13.0
18-19	20059.0	-	-	1424.0	2590.0	1646.0	11802.0	2520.0	43.0	32.0	30.0	2.0
20-24	36193.0	52.0	4445.0	5845.0	12245.0	5395.0	6740.0	1361.0	73.0	29.0	25.0	8.0
25-29	29852.0	140.0	7128.0	1436.0	11684.0	5245.0	3203.0	904.0	70.0	34.0	31.0	8.0
30-34	29351.0	107.0	5847.0	822.0	13616.0	5687.0	2656.0	513.0	53.0	31.0	28.0	19.0
35-39	39057.0	117.0	6559.0	744.0	18363.0	8037.0	4530.0	574.0	70.0	39.0	35.0	24.0
40-44	46797.0	122.0	7320.0	640.0	20464.0	9836.0	7188.0	1020.0	125.0	61.0	50.0	21.0
45-49	35345.0	61.0	5424.0	335.0	13853.0	7559.0	6219.0	1624.0	200.0	52.0	43.0	18.0
50-54	24459.0	66.0	3826.0	238.0	8692.0	4349.0	4509.0	2344.0	369.0	43.0	34.0	23.0
55-59	10824.0	37.0	1815.0	122.0	3167.0	1600.0	1706.0	1804.0	540.0	27.0	19.0	6.0
60-64	16759.0	44.0	1917.0	101.0	3475.0	1872.0	1986.0	4459.0	2772.0	125.0	45.0	8.0
65-69	13522.0	20.0	1082.0	69.0	1949.0	1090.0	1254.0	3527.0	4185.0	339.0	203.0	7.0
70 и более	23202.0	15.0	1073.0	191.0	1841.0	1002.0	1365.0	5007.0	10522.0	2179.0	1458.0	7.0
Возраст не указан	59.0	-	11.0	3.0	10.0	3.0	5.0	6.0	3.0	-	-	18.0
Чуваши	401531.0	575.0	50085.0	11486.0	131778.0	55658.0	75438.0	47813.0	25150.0	3242.0	1666.0	306.0
в том числе в возрасте, лет:												
15-17	22703.0	-	-	5.0	221.0	233.0	6888.0	14359.0	940.0	44.0	38.0	13.0
18-19	16879.0	-	3.0	1377.0	2410.0	1390.0	10312.0	1320.0	35.0	29.0	24.0	3.0
20-24	32729.0	47.0	4655.0	5558.0	10612.0	4681.0	6147.0	926.0	52.0	32.0	29.0	19.0
25-29	31512.0	95.0	7226.0	1323.0	12671.0	5254.0	3925.0	885.0	71.0	35.0	24.0	27.0
30-34	33711.0	85.0	6337.0	773.0	15936.0	5967.0	3886.0	613.0	52.0	30.0	23.0	32.0
35-39	45375.0	74.0	7520.0	745.0	21448.0	7966.0	6883.0	616.0	69.0	25.0	20.0	29.0
40-44	53693.0	93.0	7976.0	613.0	23514.0	9480.0	10646.0	1175.0	113.0	36.0	25.0	47.0
45-49	44095.0	55.0	5901.0	342.0	17761.0	8130.0	9481.0	2141.0	217.0	34.0	22.0	33.0
50-54	34257.0	36.0	4146.0	221.0	12490.0	5676.0	7221.0	3943.0	468.0	27.0	19.0	29.0
55-59	15365.0	27.0	1903.0	111.0	4434.0	2222.0	2877.0	3020.0	735.0	24.0	16.0	12.0
60-64	22803.0	29.0	1929.0	119.0	4633.0	2267.0	3504.0	6869.0	3328.0	103.0	34.0	22.0
65-69	17771.0	17.0	1141.0	82.0	2542.0	1169.0	1838.0	5244.0	5337.0	390.0	174.0	11.0
70 и более	30638.0	17.0	1348.0	217.0	3106.0	1223.0	1830.0	6702.0	13733.0	2433.0	1218.0	29.0
Возраст не указан	53.0	-	4.0	3.0	9.0	5.0	7.0	5.0	3.0	-	-	17.0
Чеченцы	176454.0	541.0	15849.0	7034.0	26011.0	9233.0	66135.0	27849.0	13485.0	7861.0	5575.0	2456.0
в том числе в возрасте, лет:												
15-17	17728.0	-	-	22.0	265.0	177.0	3696.0	9739.0	2579.0	525.0	31.0	725.0
18-19	10596.0	-	5.0	932.0	773.0	274.0	6159.0	1777.0	388.0	101.0	19.0	187.0
20-24	24175.0	45.0	1491.0	2550.0	3265.0	1124.0	11834.0	2883.0	552.0	150.0	24.0	281.0
25-29	20110.0	89.0	2912.0	1075.0	3457.0	1218.0	8912.0	1830.0	370.0	87.0	23.0	160.0
30-34	20339.0	112.0	3349.0	814.0	4170.0	1526.0	8307.0	1511.0	317.0	81.0	21.0	152.0
35-39	19584.0	98.0	2859.0	595.0	4289.0	1488.0	8028.0	1627.0	379.0	92.0	31.0	129.0
40-44	19914.0	93.0	2491.0	522.0	4243.0	1566.0	7987.0	2136.0	597.0	158.0	55.0	121.0
45-49	14499.0	57.0	1399.0	259.0	2893.0	991.0	5537.0	2207.0	888.0	181.0	73.0	87.0
50-54	9346.0	27.0	792.0	143.0	1629.0	500.0	3080.0	1714.0	1105.0	282.0	138.0	74.0
55-59	3834.0	10.0	271.0	66.0	461.0	170.0	1001.0	686.0	835.0	284.0	183.0	50.0
60-64	5374.0	7.0	172.0	24.0	316.0	123.0	841.0	823.0	1926.0	1053.0	772.0	89.0
65-69	4643.0	2.0	73.0	15.0	145.0	54.0	419.0	517.0	1624.0	1657.0	1328.0	137.0
70 и более	6312.0	1.0	35.0	17.0	105.0	22.0	334.0	399.0	1925.0	3210.0	2877.0	264.0
Возраст не указан	136.0	-	12.0	1.0	7.0	4.0	40.0	18.0	5.0	10.0	5.0	39.0
Армяне	282926.0	1191.0	60622.0	10450.0	71343.0	20411.0	75387.0	31151.0	10371.0	1217.0	546.0	783.0
в том числе в возрасте, лет:												
15-17	19654.0	-	-	52.0	270.0	253.0	4882.0	12424.0	1580.0	58.0	25.0	135.0
18-19	12889.0	-	11.0	1544.0	1206.0	646.0	8093.0	1281.0	74.0	19.0	11.0	15.0
20-24	29426.0	83.0	4819.0	4312.0	6426.0	2063.0	9749.0	1724.0	148.0	37.0	14.0	65.0
25-29	28362.0	130.0	7411.0	1082.0	7678.0	2320.0	8244.0	1259.0	137.0	31.0	11.0	70.0
30-34	29821.0	144.0	7861.0	715.0	10003.0	2700.0	7204.0	954.0	117.0	35.0	12.0	88.0
35-39	30875.0	138.0	8421.0	627.0	10379.0	2760.0	7350.0	947.0	146.0	34.0	14.0	73.0
40-44	33170.0	152.0	8705.0	558.0	11196.0	3123.0	8042.0	1119.0	159.0	36.0	9.0	80.0
45-49	24409.0	112.0	6714.0	371.0	8162.0	2102.0	5589.0	1117.0	155.0	28.0	7.0	59.0
50-54	17480.0	111.0	4887.0	300.0	5411.0	1313.0	4011.0	1179.0	200.0	18.0	6.0	50.0
55-59	9307.0	61.0	2755.0	192.0	2387.0	599.0	2202.0	839.0	230.0	19.0	6.0	23.0
60-64	13506.0	78.0	2961.0	186.0	2972.0	878.0	3455.0	2021.0	863.0	66.0	27.0	26.0
65-69	11240.0	60.0	2226.0	123.0	2096.0	631.0	2441.0	1972.0	1520.0	140.0	65.0	31.0
70 и более	22787.0	122.0	3851.0	388.0	3157.0	1023.0	4125.0	4315.0	5042.0	696.0	339.0	68.0
Возраст не указан	93.0	1.0	19.0	1.0	7.0	3.0	15.0	7.0	2.0	1.0	1.0	37.0
Мордва	225356.0	373.0	24544.0	4771.0	65430.0	28165.0	39449.0	28232.0	27819.0	6300.0	3738.0	273.0
в том числе в возрасте, лет:												
15-17	7238.0	-	-	6.0	50.0	105.0	2277.0	4511.0	267.0	10.0	4.0	12.0
18-19	5689.0	-	-	463.0	750.0	412.0	3597.0	448.0	7.0	8.0	5.0	4.0
20-24	11770.0	24.0	1853.0	2193.0	3896.0	1538.0	1886.0	317.0	25.0	24.0	12.0	14.0
25-29	12020.0	61.0	3131.0	439.0	4808.0	1927.0	1303.0	305.0	18.0	15.0	11.0	13.0
30-34	13485.0	71.0	2573.0	290.0	6397.0	2297.0	1545.0	249.0	31.0	15.0	11.0	17.0
35-39	20917.0	42.0	3179.0	340.0	9872.0	3629.0	3392.0	378.0	40.0	19.0	12.0	26.0
40-44	28934.0	46.0	4037.0	317.0	12489.0	5086.0	6195.0	627.0	79.0	27.0	19.0	31.0
45-49	27060.0	31.0	3273.0	202.0	10459.0	4922.0	6664.0	1316.0	154.0	14.0	8.0	25.0
50-54	23790.0	29.0	2726.0	193.0	8067.0	3721.0	5713.0	2860.0	427.0	29.0	18.0	25.0
55-59	10108.0	17.0	1324.0	95.0	2532.0	1234.0	1924.0	2184.0	752.0	37.0	25.0	9.0
60-64	17265.0	27.0	1122.0	68.0	2625.0	1454.0	2455.0	5760.0	3566.0	178.0	74.0	10.0
65-69	13971.0	11.0	637.0	40.0	1603.0	881.0	1186.0	3869.0	5185.0	549.0	310.0	10.0
70 и более	33109.0	14.0	689.0	125.0	1882.0	959.0	1312.0	5408.0	17268.0	5375.0	3229.0	77.0
Возраст не указан	22.0	-	1.0	1.0	7.0	4.0	3.0	1.0	4.0	-	-	1.0
Аварцы	106408.0	373.0	15032.0	8051.0	19833.0	4359.0	37003.0	14633.0	6049.0	1055.0	768.0	20.0
в том числе в возрасте, лет:												
15-17	10825.0	-	-	4.0	238.0	89.0	3988.0	6048.0	432.0	22.0	10.0	4.0
18-19	9056.0	-	1.0	1563.0	660.0	172.0	6083.0	501.0	66.0	8.0	5.0	2.0
20-24	16248.0	44.0	2152.0	4708.0	2466.0	549.0	5276.0	924.0	117.0	11.0	5.0	1.0
25-29	12161.0	78.0	3006.0	701.0	2796.0	671.0	3939.0	852.0	102.0	13.0	7.0	3.0
30-34	11891.0	74.0	2443.0	374.0	3282.0	737.0	4141.0	719.0	105.0	15.0	13.0	1.0
35-39	11753.0	48.0	2228.0	260.0	3353.0	684.0	4193.0	810.0	163.0	14.0	4.0	-
40-44	10512.0	45.0	1970.0	202.0	2860.0	621.0	3655.0	889.0	250.0	19.0	6.0	1.0
45-49	6996.0	22.0	1340.0	99.0	1822.0	322.0	2231.0	835.0	303.0	19.0	13.0	3.0
50-54	4845.0	26.0	930.0	51.0	1114.0	240.0	1405.0	732.0	321.0	26.0	18.0	-
55-59	2355.0	9.0	370.0	36.0	461.0	75.0	636.0	416.0	321.0	30.0	20.0	1.0
60-64	3263.0	12.0	335.0	24.0	414.0	90.0	691.0	722.0	878.0	96.0	54.0	1.0
