12. НАСЕЛЕНИЕ ОТДЕЛЬНЫХ НАЦИОНАЛЬНОСТЕЙ ПО ВОЗРАСТНЫМ ГРУППАМ, ПОЛУ И ИСТОЧНИКАМ СРЕДСТВ К СУЩЕСТВОВАНИЮ																			
																			
																			
	Численность населения соответст-вующей националь-ности	Всего указали источников средств к существова-нию	в том числе												Не указавшие источник средств к существова-нию	Из общей численности населения данной национальности указали			
			доход от трудовой деятельнос-ти (кроме работы в личном подсобном хозяйстве)	личное подсобное хозяйство	стипендию	пенсию (кроме пенсии по инвалид-ности)	пенсию по инвалид-ности	пособие (кроме пособия по безрабо-тице)	пособие по безработице	другой вид государ-ственного обеспечения	сбережения	доход от сдачи внаем или в аренду имущества	на иждивении отдельных лиц	иной источник средств к существова-нию		один источник средств к существо-ванию	два источника	три источника	четыре источника и более
Все население																			
15-19	10386.0	17472.0	1919.0	2502.0	1139.0	345.0	294.0	3146.0	31.0	110.0	6.0	3.0	7898.0	79.0	2.0	4459.0	4812.0	1063.0	50.0
20-29	19285.0	27593.0	14333.0	8306.0	162.0	22.0	535.0	76.0	136.0	323.0	47.0	64.0	3080.0	509.0	-	11223.0	7820.0	238.0	4.0
30-49	42295.0	66433.0	33426.0	25356.0	3.0	515.0	2202.0	120.0	356.0	289.0	139.0	313.0	2484.0	1230.0	4.0	19013.0	22426.0	840.0	12.0
50-54	9841.0	15720.0	7225.0	5800.0	-	659.0	986.0	22.0	116.0	46.0	33.0	91.0	508.0	234.0	1.0	4286.0	5236.0	310.0	8.0
55-59	2397.0	3810.0	1468.0	1338.0	-	438.0	313.0	5.0	31.0	12.0	4.0	21.0	126.0	54.0	-	1087.0	1208.0	101.0	1.0
60-64	6890.0	11574.0	739.0	3912.0	-	6516.0	251.0	15.0	-	25.0	21.0	51.0	29.0	15.0	1.0	2638.0	3822.0	424.0	5.0
65 и более	13920.0	21549.0	307.0	6995.0	-	13572.0	318.0	31.0	-	63.0	54.0	132.0	62.0	15.0	-	6617.0	6984.0	312.0	7.0
возраст не указан	3.0	2.0	-	-	-	1.0	-	-	-	-	-	-	1.0	-	1.0	2.0	-	-	-
Кабардинцы	136006.0	227226.0	36653.0	51406.0	4994.0	14399.0	4519.0	42862.0	329.0	1417.0	172.0	138.0	69613.0	724.0	5.0	49555.0	81773.0	4567.0	106.0
в том числе в возрасте, лет:																			
до 15	38116.0	76265.0	-	591.0	1.0	507.0	301.0	37067.0	-	223.0	2.0	43.0	37512.0	18.0	-	1280.0	35556.0	1247.0	33.0
15-19	14072.0	26337.0	743.0	3415.0	3325.0	259.0	228.0	5591.0	24.0	89.0	-	4.0	12640.0	19.0	-	3495.0	8946.0	1574.0	57.0
20-29	21861.0	32155.0	8876.0	10596.0	1660.0	38.0	414.0	66.0	72.0	532.0	22.0	20.0	9699.0	160.0	2.0	12027.0	9376.0	448.0	8.0
30-49	40463.0	58266.0	21872.0	24599.0	8.0	244.0	1743.0	116.0	201.0	540.0	108.0	61.0	8319.0	455.0	1.0	23107.0	16911.0	439.0	5.0
50-54	4683.0	6842.0	2453.0	2858.0	-	209.0	488.0	5.0	23.0	16.0	12.0	3.0	730.0	45.0	-	2624.0	1959.0	100.0	-
55-59	2542.0	3746.0	1163.0	1483.0	-	347.0	365.0	3.0	9.0	7.0	12.0	4.0	337.0	16.0	-	1410.0	1060.0	72.0	-
60-64	5145.0	8688.0	992.0	2790.0	-	4357.0	401.0	4.0	-	4.0	5.0	2.0	127.0	6.0	-	1973.0	2802.0	369.0	1.0
65 и более	9120.0	14925.0	552.0	5074.0	-	8438.0	579.0	10.0	-	6.0	11.0	1.0	249.0	5.0	-	3637.0	5163.0	318.0	2.0
возраст не указан	4.0	2.0	2.0	-	-	-	-	-	-	-	-	-	-	-	2.0	2.0	-	-	-
Осетины	89767.0	137458.0	22737.0	28969.0	3091.0	15407.0	3735.0	20258.0	510.0	685.0	371.0	140.0	40128.0	1427.0	18.0	43653.0	44499.0	1581.0	16.0
в том числе в возрасте, лет:																			
до 15	19569.0	36864.0	-	133.0	8.0	190.0	158.0	17214.0	-	57.0	1.0	12.0	19075.0	16.0	3.0	2577.0	16685.0	299.0	5.0
15-19	7820.0	13572.0	440.0	1103.0	1885.0	99.0	127.0	2893.0	16.0	49.0	3.0	1.0	6927.0	29.0	-	2503.0	4886.0	427.0	4.0
20-29	13335.0	18368.0	4678.0	4731.0	1183.0	15.0	332.0	89.0	163.0	236.0	44.0	15.0	6612.0	270.0	1.0	8461.0	4713.0	159.0	1.0
30-49	26438.0	35223.0	12868.0	12432.0	15.0	236.0	1449.0	41.0	294.0	277.0	253.0	66.0	6400.0	892.0	8.0	17809.0	8449.0	172.0	-
50-54	4386.0	5899.0	2205.0	2191.0	-	212.0	490.0	4.0	29.0	22.0	30.0	15.0	574.0	127.0	2.0	2912.0	1429.0	43.0	-
55-59	2644.0	3632.0	1119.0	1265.0	-	434.0	383.0	4.0	8.0	20.0	15.0	9.0	313.0	62.0	1.0	1694.0	909.0	40.0	-
60-64	4933.0	7811.0	851.0	2349.0	-	4184.0	303.0	3.0	-	13.0	10.0	9.0	71.0	18.0	-	2272.0	2447.0	211.0	3.0
65 и более	10640.0	16089.0	576.0	4765.0	-	10037.0	493.0	10.0	-	11.0	15.0	13.0	156.0	13.0	1.0	5425.0	4981.0	230.0	3.0
возраст не указан	2.0	-	-	-	-	-	-	-	-	-	-	-	-	-	2.0	-	-	-	-
Даргинцы	166095.0	259522.0	41200.0	50185.0	877.0	13586.0	6220.0	59758.0	4066.0	445.0	613.0	527.0	79230.0	2815.0	8.0	76131.0	86523.0	3387.0	46.0
в том числе в возрасте, лет:																			
до 15	53927.0	105803.0	1.0	232.0	2.0	267.0	789.0	51753.0	-	137.0	2.0	151.0	52440.0	29.0	1.0	3107.0	49769.0	1042.0	8.0
15-19	17556.0	27813.0	1142.0	2257.0	538.0	115.0	544.0	7737.0	329.0	62.0	3.0	27.0	14952.0	107.0	1.0	7877.0	9105.0	566.0	7.0
20-29	28033.0	35289.0	10164.0	12325.0	336.0	37.0	945.0	99.0	1614.0	93.0	85.0	58.0	8635.0	898.0	3.0	21004.0	6794.0	231.0	1.0
30-49	45685.0	60269.0	23806.0	26367.0	1.0	208.0	2637.0	146.0	1962.0	127.0	290.0	231.0	2891.0	1603.0	1.0	31582.0	13629.0	463.0	10.0
50-54	4710.0	6383.0	2697.0	2617.0	-	155.0	451.0	5.0	113.0	8.0	29.0	20.0	186.0	102.0	-	3139.0	1476.0	88.0	7.0
55-59	2200.0	3025.0	1163.0	1165.0	-	229.0	278.0	2.0	48.0	4.0	10.0	9.0	64.0	53.0	-	1447.0	682.0	70.0	1.0
60-64	3857.0	6227.0	1133.0	1682.0	-	3102.0	207.0	6.0	-	9.0	35.0	18.0	19.0	16.0	-	1891.0	1568.0	392.0	6.0
65 и более	10117.0	14705.0	1094.0	3537.0	-	9473.0	369.0	10.0	-	5.0	159.0	13.0	38.0	7.0	-	6076.0	3500.0	535.0	6.0
возраст не указан	10.0	8.0	-	3.0	-	-	-	-	-	-	-	-	5.0	-	2.0	8.0	-	-	-
Буряты	121910.0	211869.0	33642.0	58453.0	1530.0	14007.0	6864.0	36036.0	839.0	876.0	223.0	201.0	57251.0	1947.0	14.0	43611.0	67223.0	10438.0	624.0
в том числе в возрасте, лет:																			
до 15	35221.0	71626.0	1.0	4585.0	7.0	1960.0	708.0	30291.0	-	141.0	96.0	28.0	33782.0	27.0	3.0	4903.0	24548.0	5442.0	325.0
15-19	12156.0	25075.0	891.0	5449.0	1233.0	874.0	494.0	5592.0	31.0	73.0	23.0	12.0	10341.0	62.0	-	3032.0	5605.0	3244.0	275.0
20-29	17974.0	26760.0	7894.0	9861.0	286.0	75.0	987.0	72.0	149.0	257.0	29.0	21.0	6653.0	476.0	3.0	9519.0	8124.0	319.0	9.0
30-49	37815.0	57601.0	19995.0	26391.0	4.0	568.0	2885.0	69.0	496.0	303.0	48.0	92.0	5568.0	1182.0	4.0	18642.0	18553.0	611.0	5.0
50-54	6065.0	9560.0	3185.0	4302.0	-	373.0	828.0	7.0	110.0	27.0	10.0	12.0	567.0	139.0	1.0	2796.0	3041.0	226.0	1.0
55-59	2444.0	3958.0	1061.0	1660.0	-	504.0	414.0	3.0	53.0	13.0	1.0	7.0	196.0	46.0	-	1067.0	1240.0	137.0	-
60-64	3590.0	6378.0	458.0	2303.0	-	3297.0	233.0	-	-	25.0	5.0	7.0	41.0	9.0	-	1089.0	2218.0	279.0	4.0
65 и более	6637.0	10904.0	156.0	3900.0	-	6356.0	314.0	1.0	-	37.0	11.0	22.0	101.0	6.0	-	2560.0	3892.0	180.0	5.0
возраст не указан	8.0	7.0	1.0	2.0	-	-	1.0	1.0	-	-	-	-	2.0	-	3.0	3.0	2.0	-	-
Якуты	140804.0	234075.0	48826.0	37768.0	2522.0	16176.0	6515.0	49414.0	1082.0	1035.0	376.0	181.0	69058.0	1122.0	53.0	54676.0	79036.0	6832.0	207.0
в том числе в возрасте, лет:																			
до 15	44999.0	88522.0	3.0	1110.0	2.0	1695.0	927.0	41652.0	-	230.0	10.0	45.0	42824.0	24.0	17.0	4314.0	37870.0	2725.0	73.0
15-19	15458.0	27069.0	1388.0	2042.0	1653.0	788.0	503.0	7369.0	92.0	117.0	7.0	10.0	13062.0	38.0	-	5491.0	8396.0	1498.0	73.0
20-29	18066.0	23294.0	10338.0	4247.0	850.0	64.0	749.0	84.0	246.0	169.0	40.0	22.0	6268.0	217.0	5.0	13076.0	4747.0	228.0	10.0
30-49	42396.0	61782.0	29979.0	20113.0	17.0	586.0	2836.0	217.0	643.0	254.0	195.0	62.0	6150.0	730.0	19.0	23730.0	17908.0	720.0	19.0
50-54	6340.0	10029.0	4399.0	3433.0	-	645.0	673.0	60.0	96.0	48.0	36.0	20.0	532.0	87.0	1.0	2949.0	3096.0	288.0	6.0
55-59	3274.0	6206.0	1461.0	1665.0	-	2659.0	271.0	5.0	5.0	30.0	20.0	3.0	75.0	12.0	3.0	996.0	1627.0	637.0	11.0
60-64	2990.0	5305.0	696.0	1538.0	-	2784.0	173.0	9.0	-	51.0	15.0	6.0	26.0	7.0	-	1043.0	1584.0	358.0	5.0
65 и более	7270.0	11862.0	561.0	3618.0	-	6955.0	383.0	18.0	-	136.0	51.0	13.0	120.0	7.0	1.0	3074.0	3808.0	377.0	10.0
возраст не указан	11.0	6.0	1.0	2.0	-	-	-	-	-	-	2.0	-	1.0	-	7.0	3.0	-	1.0	-
Кумыки	109146.0	164882.0	27472.0	27955.0	948.0	7865.0	4072.0	39905.0	1314.0	322.0	235.0	216.0	52545.0	2033.0	110.0	54834.0	52575.0	1610.0	17.0
в том числе в возрасте, лет:																			
до 15	35647.0	69385.0	-	312.0	-	166.0	367.0	34472.0	-	49.0	3.0	77.0	33925.0	14.0	26.0	2538.0	32409.0	667.0	7.0
15-19	12022.0	18981.0	766.0	1666.0	645.0	91.0	288.0	5291.0	124.0	25.0	1.0	26.0	9969.0	89.0	7.0	5485.0	6099.0	426.0	5.0
20-29	17641.0	21422.0	6872.0	6723.0	302.0	31.0	467.0	55.0	433.0	89.0	37.0	28.0	5832.0	553.0	38.0	13844.0	3699.0	60.0	-
30-49	30378.0	37247.0	15918.0	14517.0	1.0	163.0	1785.0	71.0	688.0	129.0	144.0	61.0	2560.0	1210.0	26.0	23589.0	6632.0	130.0	1.0
50-54	3711.0	4608.0	1982.0	1715.0	-	137.0	406.0	5.0	52.0	14.0	14.0	14.0	160.0	109.0	10.0	2828.0	839.0	34.0	-
55-59	1808.0	2358.0	901.0	784.0	-	264.0	267.0	4.0	16.0	1.0	9.0	4.0	73.0	35.0	3.0	1284.0	490.0	30.0	1.0
60-64	2550.0	3703.0	629.0	815.0	-	2007.0	202.0	1.0	-	6.0	9.0	5.0	13.0	16.0	-	1524.0	900.0	125.0	1.0
65 и более	5386.0	7175.0	403.0	1423.0	-	5005.0	290.0	6.0	-	9.0	18.0	1.0	13.0	7.0	-	3739.0	1507.0	138.0	2.0
возраст не указан	3.0	3.0	1.0	-	-	1.0	-	-	1.0	-	-	-	-	-	-	3.0	-	-	-
Ингуши	106618.0	120443.0	12384.0	7828.0	3089.0	7068.0	3893.0	37741.0	5742.0	1109.0	504.0	292.0	35879.0	4914.0	196.0	92705.0	13436.0	258.0	23.0
в том числе в возрасте, лет:																			
до 15	37248.0	44130.0	-	14.0	2.0	252.0	291.0	32861.0	-	115.0	2.0	15.0	10551.0	27.0	77.0	30298.0	6802.0	56.0	15.0
15-19	11513.0	13199.0	227.0	192.0	1360.0	104.0	169.0	4163.0	278.0	70.0	7.0	10.0	6461.0	158.0	15.0	9846.0	1611.0	33.0	8.0
20-29	18286.0	19798.0	2977.0	1368.0	1661.0	39.0	352.0	230.0	1884.0	312.0	92.0	46.0	9785.0	1052.0	34.0	16747.0	1464.0	41.0	-
30-49	28028.0	30540.0	7582.0	4901.0	66.0	220.0	1712.0	422.0	3266.0	528.0	326.0	174.0	8161.0	3182.0	58.0	25486.0	2398.0	86.0	-
50-54	3191.0	3522.0	866.0	641.0	-	262.0	481.0	29.0	236.0	58.0	43.0	25.0	550.0	331.0	7.0	2854.0	322.0	8.0	-
55-59	1602.0	1777.0	341.0	269.0	-	371.0	314.0	10.0	78.0	13.0	19.0	6.0	240.0	116.0	2.0	1430.0	163.0	7.0	-
60-64	2092.0	2411.0	242.0	198.0	-	1619.0	229.0	11.0	-	9.0	6.0	4.0	63.0	30.0	1.0	1788.0	286.0	17.0	-
65 и более	4650.0	5059.0	147.0	245.0	-	4200.0	345.0	14.0	-	4.0	9.0	11.0	66.0	18.0	-	4251.0	389.0	10.0	-
возраст не указан	8.0	7.0	2.0	-	-	1.0	-	1.0	-	-	-	1.0	2.0	-	2.0	5.0	1.0	-	-
Лезгины	109402.0	165032.0	22037.0	33809.0	740.0	10104.0	3126.0	38264.0	7153.0	427.0	227.0	374.0	47006.0	1765.0	8.0	55168.0	52830.0	1380.0	16.0
в том числе в возрасте, лет:																			
до 15	33850.0	64423.0	-	148.0	-	127.0	223.0	32382.0	-	97.0	2.0	220.0	31194.0	30.0	4.0	3654.0	29810.0	379.0	3.0
15-19	11518.0	18243.0	638.0	1690.0	507.0	67.0	145.0	5624.0	588.0	43.0	7.0	52.0	8780.0	102.0	-	5056.0	6202.0	257.0	3.0
20-29	17468.0	21312.0	4581.0	8002.0	232.0	22.0	394.0	106.0	2609.0	104.0	38.0	15.0	4682.0	527.0	2.0	13719.0	3651.0	93.0	3.0
30-49	31670.0	40174.0	13418.0	17668.0	1.0	181.0	1570.0	131.0	3662.0	164.0	149.0	74.0	2171.0	985.0	2.0	23401.0	8031.0	233.0	3.0
50-54	3470.0	4528.0	1698.0	1867.0	-	177.0	352.0	6.0	227.0	6.0	13.0	4.0	106.0	72.0	-	2462.0	959.0	48.0	1.0
55-59	1429.0	1930.0	665.0	754.0	-	205.0	147.0	5.0	67.0	5.0	10.0	3.0	45.0	24.0	-	957.0	443.0	29.0	-
60-64	2681.0	4073.0	576.0	1051.0	-	2324.0	99.0	2.0	-	2.0	3.0	2.0	4.0	10.0	-	1452.0	1067.0	161.0	1.0
65 и более	7313.0	10346.0	459.0	2629.0	-	7001.0	196.0	8.0	-	6.0	5.0	4.0	24.0	14.0	-	4464.0	2667.0	180.0	2.0
возраст не указан	3.0	3.0	2.0	-	-	-	-	-	-	-	-	-	-	1.0	-	3.0	-	-	-
Коми	72137.0	113350.0	28356.0	26206.0	777.0	11878.0	3766.0	12536.0	1695.0	1131.0	109.0	30.0	24169.0	2697.0	22.0	33591.0	35894.0	2550.0	80.0
в том числе в возрасте, лет:																			
до 15	14090.0	25658.0	-	623.0	1.0	756.0	232.0	10313.0	-	276.0	9.0	2.0	13429.0	17.0	11.0	3533.0	9543.0	973.0	30.0
15-19	6280.0	10680.0	768.0	1265.0	695.0	522.0	207.0	2050.0	72.0	144.0	1.0	1.0	4886.0	69.0	-	2610.0	2977.0	657.0	36.0
20-29	9628.0	13020.0	6547.0	3173.0	78.0	22.0	422.0	28.0	284.0	198.0	21.0	5.0	1870.0	372.0	1.0	6317.0	3228.0	81.0	1.0
30-49	27580.0	41013.0	17955.0	13658.0	3.0	319.0	1905.0	110.0	1159.0	352.0	52.0	16.0	3557.0	1927.0	6.0	14519.0	12679.0	368.0	8.0
50-54	4570.0	7167.0	2427.0	2404.0	-	880.0	552.0	18.0	173.0	46.0	5.0	3.0	385.0	274.0	2.0	2152.0	2235.0	179.0	2.0
55-59	1560.0	2617.0	376.0	763.0	-	1312.0	96.0	3.0	7.0	11.0	2.0	-	22.0	25.0	-	647.0	769.0	144.0	-
60-64	2688.0	4308.0	173.0	1413.0	-	2591.0	84.0	3.0	-	32.0	3.0	1.0	4.0	4.0	-	1148.0	1460.0	80.0	-
65 и более	5731.0	8875.0	105.0	2905.0	-	5475.0	267.0	11.0	-	72.0	16.0	2.0	16.0	6.0	1.0	2658.0	3002.0	67.0	3.0
возраст не указан	10.0	12.0	5.0	2.0	-	1.0	1.0	-	-	-	-	-	-	3.0	1.0	7.0	1.0	1.0	-
Тувинцы	65625.0	109211.0	11613.0	16497.0	542.0	8631.0	5280.0	24748.0	2800.0	676.0	65.0	268.0	37900.0	191.0	-	27497.0	32916.0	4966.0	246.0
в том числе в возрасте, лет:																			
до 15	23024.0	47139.0	-	1131.0	4.0	2155.0	583.0	21164.0	-	248.0	5.0	124.0	21718.0	7.0	-	2122.0	17840.0	2911.0	151.0
15-19	7538.0	13914.0	620.0	1699.0	392.0	915.0	412.0	3486.0	112.0	147.0	1.0	51.0	6063.0	16.0	-	2661.0	3469.0	1317.0	91.0
20-29	10823.0	14190.0	3154.0	3645.0	140.0	40.0	998.0	38.0	874.0	108.0	14.0	59.0	5070.0	50.0	-	7619.0	3043.0	159.0	2.0
30-49	16545.0	22204.0	6364.0	6579.0	6.0	171.0	2523.0	54.0	1656.0	85.0	33.0	32.0	4599.0	102.0	-	11137.0	5158.0	249.0	1.0
50-54	2088.0	2968.0	888.0	894.0	-	212.0	450.0	3.0	153.0	14.0	4.0	1.0	338.0	11.0	-	1277.0	743.0	67.0	1.0
55-59	1877.0	3022.0	354.0	846.0	-	1559.0	174.0	2.0	5.0	18.0	2.0	-	60.0	2.0	-	858.0	893.0	126.0	-
60-64	1978.0	3170.0	176.0	974.0	-	1884.0	82.0	-	-	22.0	4.0	1.0	25.0	2.0	-	880.0	1004.0	94.0	-
65 и более	1751.0	2602.0	56.0	729.0	-	1695.0	58.0	1.0	-	33.0	2.0	-	27.0	1.0	-	943.0	765.0	43.0	-
возраст не указан	1.0	2.0	1.0	-	-	-	-	-	-	1.0	-	-	-	-	-	-	1.0	-	-
Евреи	2938.0	3993.0	1252.0	592.0	23.0	1118.0	195.0	131.0	12.0	179.0	22.0	9.0	369.0	91.0	8.0	1937.0	927.0	62.0	4.0
в том числе в возрасте, лет:																			
до 15	173.0	285.0	-	4.0	-	1.0	4.0	104.0	-	7.0	-	-	163.0	2.0	-	67.0	100.0	6.0	-
15-19	111.0	152.0	20.0	7.0	15.0	2.0	4.0	16.0	-	1.0	-	-	75.0	12.0	1.0	71.0	36.0	3.0	-
20-29	283.0	360.0	169.0	43.0	8.0	2.0	18.0	3.0	1.0	48.0	1.0	1.0	47.0	19.0	1.0	208.0	71.0	2.0	1.0
30-49	787.0	988.0	540.0	167.0	-	34.0	54.0	5.0	8.0	77.0	5.0	3.0	55.0	40.0	6.0	578.0	199.0	4.0	-
50-54	276.0	362.0	187.0	64.0	-	39.0	28.0	1.0	2.0	10.0	5.0	2.0	15.0	9.0	-	197.0	72.0	7.0	-
55-59	224.0	309.0	135.0	63.0	-	63.0	23.0	-	1.0	4.0	3.0	1.0	11.0	5.0	-	143.0	77.0	4.0	-
60-64	313.0	479.0	104.0	75.0	-	259.0	20.0	-	-	15.0	3.0	-	1.0	2.0	-	162.0	137.0	13.0	1.0
65 и более	768.0	1055.0	94.0	169.0	-	718.0	44.0	2.0	-	17.0	5.0	2.0	2.0	2.0	-	508.0	235.0	23.0	2.0
возраст не указан	3.0	3.0	3.0	-	-	-	-	-	-	-	-	-	-	-	-	3.0	-	-	-
Карачаевцы	57947.0	83780.0	10384.0	14962.0	1711.0	6960.0	3205.0	15300.0	602.0	343.0	87.0	68.0	26932.0	3226.0	1.0	32693.0	24677.0	571.0	5.0
в том числе в возрасте, лет:																			
до 15	14660.0	27281.0	-	7.0	-	45.0	165.0	12835.0	-	60.0	2.0	27.0	14125.0	15.0	1.0	2180.0	12337.0	141.0	1.0
15-19	5558.0	9018.0	138.0	339.0	971.0	36.0	136.0	2328.0	34.0	25.0	-	12.0	4884.0	115.0	-	2193.0	3272.0	91.0	2.0
20-29	9193.0	11388.0	2173.0	2593.0	728.0	16.0	237.0	47.0	208.0	111.0	2.0	9.0	4459.0	805.0	-	7043.0	2105.0	45.0	-
30-49	18104.0	22043.0	6340.0	8207.0	12.0	101.0	1515.0	69.0	313.0	132.0	66.0	14.0	3242.0	2032.0	-	14293.0	3683.0	128.0	-
50-54	2267.0	2807.0	918.0	1013.0	-	80.0	405.0	7.0	39.0	7.0	5.0	3.0	157.0	173.0	-	1746.0	502.0	19.0	-
55-59	718.0	904.0	270.0	299.0	-	93.0	152.0	-	8.0	-	1.0	1.0	33.0	47.0	-	541.0	168.0	9.0	-
60-64	1757.0	2483.0	294.0	565.0	-	1362.0	220.0	5.0	-	-	5.0	1.0	11.0	20.0	-	1096.0	597.0	63.0	1.0
65 и более	5688.0	7852.0	251.0	1939.0	-	5227.0	375.0	7.0	-	8.0	6.0	1.0	19.0	19.0	-	3601.0	2011.0	75.0	1.0
возраст не указан	2.0	4.0	-	-	-	-	-	2.0	-	-	-	-	2.0	-	-	-	2.0	-	-
Калмыки	44313.0	63510.0	14402.0	6580.0	397.0	4858.0	2383.0	12120.0	802.0	446.0	57.0	41.0	21000.0	424.0	2.0	25995.0	17437.0	875.0	4.0
в том числе в возрасте, лет:																			
до 15	11361.0	22332.0	-	19.0	5.0	475.0	297.0	10426.0	-	26.0	1.0	1.0	11073.0	9.0	-	931.0	9890.0	539.0	1.0
15-19	3915.0	6215.0	329.0	50.0	331.0	257.0	160.0	1638.0	33.0	15.0	-	2.0	3384.0	16.0	-	1784.0	1964.0	165.0	2.0
20-29	5542.0	6166.0	2884.0	543.0	61.0	22.0	198.0	12.0	108.0	115.0	7.0	5.0	2153.0	58.0	1.0	4929.0	599.0	13.0	-
30-49	16883.0	20476.0	9458.0	4494.0	-	138.0	1188.0	34.0	592.0	237.0	42.0	27.0	3957.0	309.0	-	13378.0	3418.0	86.0	1.0
50-54	2152.0	2681.0	1279.0	523.0	-	118.0	298.0	3.0	55.0	21.0	5.0	4.0	348.0	27.0	1.0	1647.0	478.0	26.0	-
55-59	483.0	594.0	263.0	104.0	-	59.0	78.0	2.0	14.0	5.0	1.0	1.0	62.0	5.0	-	380.0	95.0	8.0	-
60-64	909.0	1202.0	118.0	185.0	-	837.0	43.0	1.0	-	15.0	-	-	3.0	-	-	637.0	251.0	21.0	-
65 и более	3066.0	3842.0	70.0	662.0	-	2951.0	121.0	4.0	-	12.0	1.0	1.0	20.0	-	-	2307.0	742.0	17.0	-
возраст не указан	2.0	2.0	1.0	-	-	1.0	-	-	-	-	-	-	-	-	-	2.0	-	-	-
Адыгейцы	33898.0	52151.0	9846.0	12065.0	534.0	5350.0	1607.0	7692.0	232.0	322.0	177.0	312.0	13892.0	122.0	1.0	16821.0	15925.0	1125.0	26.0
в том числе в возрасте, лет:																			
до 15	7446.0	14259.0	-	282.0	-	79.0	84.0	6539.0	-	34.0	-	10.0	7229.0	2.0	1.0	1009.0	6067.0	360.0	9.0
15-19	2752.0	4746.0	167.0	532.0	353.0	34.0	60.0	1105.0	10.0	21.0	3.0	2.0	2457.0	2.0	-	1083.0	1353.0	307.0	9.0
20-29	4736.0	6288.0	2018.0	1749.0	181.0	4.0	119.0	11.0	85.0	126.0	37.0	22.0	1919.0	17.0	-	3257.0	1408.0	69.0	2.0
30-49	10698.0	14534.0	5787.0	5528.0	-	77.0	577.0	29.0	110.0	116.0	106.0	136.0	1987.0	81.0	-	6989.0	3584.0	123.0	2.0
50-54	1756.0	2471.0	997.0	920.0	-	51.0	227.0	2.0	18.0	12.0	18.0	24.0	188.0	14.0	-	1073.0	652.0	30.0	1.0
55-59	974.0	1386.0	470.0	517.0	-	103.0	178.0	3.0	9.0	5.0	8.0	16.0	74.0	3.0	-	587.0	364.0	22.0	1.0
60-64	1988.0	3204.0	301.0	997.0	-	1696.0	150.0	1.0	-	1.0	4.0	40.0	12.0	2.0	-	891.0	979.0	117.0	1.0
65 и более	3546.0	5261.0	104.0	1540.0	-	3306.0	212.0	2.0	-	7.0	1.0	62.0	26.0	1.0	-	1930.0	1518.0	97.0	1.0
возраст не указан	2.0	2.0	2.0	-	-	-	-	-	-	-	-	-	-	-	-	2.0	-	-	-
Коми-пермяки	35708.0	62141.0	14079.0	19733.0	481.0	5808.0	2012.0	6410.0	261.0	379.0	89.0	29.0	11707.0	1153.0	1.0	10814.0	23393.0	1461.0	39.0
в том числе в возрасте, лет:																			
до 15	6321.0	12456.0	-	305.0	2.0	280.0	118.0	5566.0	-	70.0	2.0	2.0	6101.0	10.0	-	725.0	5070.0	513.0	13.0
15-19	2518.0	4676.0	361.0	901.0	459.0	154.0	99.0	789.0	9.0	21.0	-	1.0	1838.0	44.0	-	798.0	1301.0	401.0	18.0
20-29	4345.0	6729.0	2687.0	2375.0	20.0	6.0	192.0	11.0	42.0	97.0	4.0	-	1095.0	200.0	-	2022.0	2263.0	59.0	1.0
30-49	14095.0	23542.0	8997.0	9999.0	-	159.0	991.0	33.0	151.0	149.0	35.0	16.0	2254.0	758.0	1.0	4911.0	8921.0	259.0	3.0
50-54	2758.0	4698.0	1536.0	2003.0	-	341.0	319.0	6.0	49.0	15.0	5.0	2.0	319.0	103.0	-	895.0	1788.0	73.0	2.0
55-59	1071.0	1891.0	409.0	769.0	-	442.0	129.0	3.0	10.0	2.0	4.0	3.0	91.0	29.0	-	309.0	704.0	58.0	-
60-64	1591.0	2874.0	64.0	1193.0	-	1532.0	50.0	1.0	-	12.0	11.0	3.0	3.0	5.0	-	365.0	1169.0	57.0	-
65 и более	3008.0	5273.0	24.0	2187.0	-	2894.0	114.0	1.0	-	13.0	28.0	2.0	6.0	4.0	-	789.0	2176.0	41.0	2.0
возраст не указан	1.0	2.0	1.0	1.0	-	-	-	-	-	-	-	-	-	-	-	-	1.0	-	-
Балкарцы	27729.0	44918.0	8656.0	8665.0	1203.0	3629.0	914.0	7910.0	255.0	199.0	18.0	27.0	13365.0	77.0	-	11246.0	15786.0	688.0	9.0
в том числе в возрасте, лет:																			
до 15	6969.0	13925.0	-	18.0	-	116.0	58.0	6815.0	-	13.0	-	10.0	6891.0	4.0	-	174.0	6637.0	155.0	3.0
15-19	2585.0	4745.0	88.0	397.0	681.0	55.0	40.0	1058.0	18.0	19.0	-	1.0	2385.0	3.0	-	618.0	1778.0	185.0	4.0
20-29	4253.0	6106.0	1747.0	1502.0	517.0	18.0	76.0	9.0	67.0	66.0	3.0	3.0	2083.0	15.0	-	2487.0	1680.0	85.0	1.0
30-49	9008.0	12417.0	5515.0	4284.0	5.0	69.0	406.0	21.0	159.0	93.0	11.0	10.0	1794.0	50.0	-	5665.0	3278.0	64.0	1.0
50-54	1003.0	1429.0	656.0	499.0	-	46.0	83.0	1.0	10.0	5.0	2.0	1.0	122.0	4.0	-	592.0	396.0	15.0	-
55-59	328.0	487.0	192.0	167.0	-	56.0	49.0	1.0	1.0	1.0	-	-	20.0	-	-	181.0	135.0	12.0	-
