11. ЗАНЯТОЕ НАСЕЛЕНИЕ В ВОЗРАСТЕ 15-64 ЛЕТ ПО ЗАНЯТИЯМ И  ПОЛОЖЕНИЮ В ЗАНЯТИИ ПО СУБЪЕКТАМ РОССИЙСКОЙ ФЕДЕРАЦИИ								
								
								
	Всего	в том числе по положению в занятии						
		работаюшие по найму	работающие не по найму	из них				не указавшие положение в занятии
				с привлечением наемных работников	без привлечения наемных работников	иное	не указавшие привлечение наемных работников	
Центральный федеральный округ								
операторы, аппаратчики, машинисты установок и машин	299034.0	284954.0	14079.0	1057.0	11375.0	1037.0	610.0	1.0
неквалифицированные рабочие	213624.0	208165.0	5459.0	383.0	3979.0	854.0	243.0	-
занятые на военной службе	17991.0	17991.0						-
лица, неточно указавшие или не указавшие  занятия 	21368.0	20093.0	1275.0	245.0	848.0	145.0	37.0	-
Ставропольский край								
Все население, занятое в экономике 	996620.0	907257.0	89360.0	19377.0	62749.0	4066.0	3168.0	3.0
в том числе по группам занятий:								
руководители (представители) органов власти и управления всех уровней, включая руководителей учреждений, организаций и предприятий	101761.0	78868.0	22893.0	11470.0	10241.0	526.0	656.0	-
специалисты высшего уровня квалификации	140101.0	135582.0	4519.0	747.0	3008.0	504.0	260.0	-
специалисты среднего уровня квалификации	116374.0	112945.0	3429.0	469.0	2403.0	349.0	208.0	-
работники, занятые подготовкой информации, оформлением документации, учетом и обслуживанием	24433.0	23850.0	583.0	63.0	347.0	126.0	47.0	-
работники сферы обслуживания, жилищно-коммунального хозяйства, торговли и родственных видов деятельности	170284.0	137838.0	32444.0	3121.0	27596.0	889.0	838.0	2.0
квалифицированные работники сельского, лесного, охотничьего хозяйств, рыбоводства и рыболовства	27178.0	20992.0	6186.0	1513.0	4323.0	163.0	187.0	-
квалифицированные рабочие крупных и мелких промышленных предприятий, художественных промыслов, строительства, транспорта, связи, геологии и разведки недр	141153.0	133261.0	7891.0	862.0	6064.0	585.0	380.0	1.0
операторы, аппаратчики, машинисты установок и машин	147254.0	139947.0	7307.0	684.0	5861.0	388.0	374.0	-
