4. ЧИСЛЕННОСТЬ НАСЕЛЕНИЯ РОССИИ, СУБЪЕКТОВ РОССИЙСКОЙ ФЕДЕРАЦИИ В СОСТАВЕ ФЕДЕРАЛЬНЫХ ОКРУГОВ, РАЙОНОВ, ГОРОДСКИХ ПОСЕЛЕНИЙ, СЕЛЬСКИХ НАСЕЛЕННЫХ ПУНКТОВ – РАЙОННЫХ ЦЕНТРОВ И СЕЛЬСКИХ НАСЕЛЕННЫХ ПУНКТОВ С НАСЕЛЕНИЕМ 3 ТЫСЯЧИ И БОЛЕЕ ЧЕЛОВЕК					
	Мужчины и женщины	Мужчины	Женщины	В общей численности населения, процентов	
				мужчины	женщины
      с. Монастырище	4294.0	2223.0	2071.0	51.8	48.2
      прочие сельские населенные пункты	8721.0	4511.0	4210.0	51.7	48.3
  Чугуевский район - сельское население	28913.0	15124.0	13789.0	52.3	47.7
      с. Чугуевка (рц)	13680.0	7534.0	6146.0	55.1	44.9
      прочие сельские населенные пункты	15233.0	7590.0	7643.0	49.8	50.2
  Шкотовский район 	25809.0	12735.0	13074.0	49.3	50.7
    Городское население	11796.0	5769.0	6027.0	48.9	51.1
      пгт Смоляниново	6448.0	3182.0	3266.0	49.3	50.7
      пгт Шкотово	5348.0	2587.0	2761.0	48.4	51.6
    Сельское население	14013.0	6966.0	7047.0	49.7	50.3
  Яковлевский район - сельское население	18406.0	9367.0	9039.0	50.9	49.1
      с. Яковлевка (рц)	5118.0	2543.0	2575.0	49.7	50.3
      с. Новосысоевка	5023.0	2471.0	2552.0	49.2	50.8
      прочие сельские населенные пункты	8265.0	4353.0	3912.0	52.7	47.3
Хабаровский край	1436570.0	694210.0	742360.0	48.3	51.7
    Городское население	1157326.0	549151.0	608175.0	47.4	52.6
    Сельское население	279244.0	145059.0	134185.0	51.9	48.1
  г. Хабаровск	583072.0	272669.0	310403.0	46.8	53.2
          городские районы					
        Железнодорожный  	151316.0	73507.0	77809.0	48.6	51.4
        Индустриальный  	206779.0	96513.0	110266.0	46.7	53.3
        Кировский 	54177.0	24880.0	29297.0	45.9	54.1
        Краснофлотский  	86945.0	39970.0	46975.0	46.0	54.0
      Центральный  	83855.0	37799.0	46056.0	45.1	54.9
  г. Амурск                          	47759.0	22823.0	24936.0	47.8	52.2
  г. Бикин	19641.0	11154.0	8487.0	56.8	43.2
  г. Комсомольск-на-Амуре	281035.0	132468.0	148567.0	47.1	52.9
          городские округа					
      Ленинский 	89296.0	43185.0	46111.0	48.4	51.6
      Центральный 	191739.0	89283.0	102456.0	46.6	53.4
  г. Николаевск-на-Амуре	28492.0	13543.0	14949.0	47.5	52.5
  г. Советская Гавань с подчиненными его администрации населенными пунктами	30513.0	15203.0	15310.0	49.8	50.2
    Городское население - г. Советская Гавань	30480.0	15180.0	15300.0	49.8	50.2
    Сельское население	33.0	23.0	10.0	69.7	30.3
  Амурский район 	27273.0	13657.0	13616.0	50.1	49.9
    Городское население	15660.0	7793.0	7867.0	49.8	50.2
      пгт Литовко	2751.0	1406.0	1345.0	51.1	48.9
      пгт Эльбан	12909.0	6387.0	6522.0	49.5	50.5
    Сельское население	11613.0	5864.0	5749.0	50.5	49.5
  Аяно-Майский район - сельское население	3271.0	1672.0	1599.0	51.1	48.9
      с. Аян (рц)	1325.0	661.0	664.0	49.9	50.1
      прочие сельские населенные пункты	1946.0	1011.0	935.0	52.0	48.0
  Бикинский район - сельское население	8630.0	4335.0	4295.0	50.2	49.8
      с. Лермонтовка	4614.0	2361.0	2253.0	51.2	48.8
      прочие сельские населенные пункты	4016.0	1974.0	2042.0	49.2	50.8
  Ванинский район	42235.0	21627.0	20608.0	51.2	48.8
    Городское население	29748.0	14966.0	14782.0	50.3	49.7
      пгт Ванино (рц)	19180.0	9860.0	9320.0	51.4	48.6
      пгт Высокогорный	4044.0	2014.0	2030.0	49.8	50.2
      пгт Октябрьский	6524.0	3092.0	3432.0	47.4	52.6
    Сельское население	12487.0	6661.0	5826.0	53.3	46.7
      п. Монгохто	4372.0	2451.0	1921.0	56.1	43.9
      прочие сельские населенные пункты	8115.0	4210.0	3905.0	51.9	48.1
  Верхнебуреинский район 	33250.0	16482.0	16768.0	49.6	50.4
    Городское население	25766.0	12398.0	13368.0	48.1	51.9
      пгт Чегдомын (рц)	15303.0	7363.0	7940.0	48.1	51.9
      пгт Новый Ургал	7274.0	3435.0	3839.0	47.2	52.8
      пгт Софийск	670.0	349.0	321.0	52.1	47.9
      пгт Тырма	2519.0	1251.0	1268.0	49.7	50.3
    Сельское население	7484.0	4084.0	3400.0	54.6	45.4
  Вяземский район 	25879.0	12392.0	13487.0	47.9	52.1
    Городское население	17432.0	8260.0	9172.0	47.4	52.6
      г. Вяземский (рц)	15760.0	7463.0	8297.0	47.4	52.6
      пгт Дормидонтовка	1672.0	797.0	875.0	47.7	52.3
    Сельское население	8447.0	4132.0	4315.0	48.9	51.1
  Комсомольский район 	31563.0	16661.0	14902.0	52.8	47.2
    Городское население - пгт Гурское	847.0	423.0	424.0	49.9	50.1
    Сельское население	30716.0	16238.0	14478.0	52.9	47.1
      с. Селихино	4865.0	2745.0	2120.0	56.4	43.6
      с. Хурба	5704.0	3006.0	2698.0	52.7	47.3
      прочие сельские населенные пункты	20147.0	10487.0	9660.0	52.1	47.9
  им. Лазо район 	52568.0	25231.0	27337.0	48.0	52.0
    Городское население	27061.0	12728.0	14333.0	47.0	53.0
      пгт Переяславка (рц)	10455.0	4995.0	5460.0	47.8	52.2
      пгт Мухен	4756.0	2243.0	2513.0	47.2	52.8
      пгт Хор	11850.0	5490.0	6360.0	46.3	53.7
    Сельское население	25507.0	12503.0	13004.0	49.0	51.0
  Нанайский район - сельское население	19377.0	9634.0	9743.0	49.7	50.3
      с. Троицкое (рц)	5725.0	2774.0	2951.0	48.5	51.5
      прочие сельские населенные пункты 	13652.0	6860.0	6792.0	50.2	49.8
  Николаевский район 	13850.0	6990.0	6860.0	50.5	49.5
    Городское население	7038.0	3507.0	3531.0	49.8	50.2
      пгт Лазарев	1964.0	984.0	980.0	50.1	49.9
      пгт Маго	2273.0	1125.0	1148.0	49.5	50.5
      пгт Многовершинный	2801.0	1398.0	1403.0	49.9	50.1
    Сельское население	6812.0	3483.0	3329.0	51.1	48.9
  Охотский район 	12017.0	6020.0	5997.0	50.1	49.9
    Городское население - пгт Охотск (рц)	5738.0	2823.0	2915.0	49.2	50.8
    Сельское население	6279.0	3197.0	3082.0	50.9	49.1
  им. Полины Осипенко район - сельское население	6568.0	3284.0	3284.0	50.0	50.0
      с. им. Полины Осипенко (рц)	2554.0	1255.0	1299.0	49.1	50.9
      прочие сельские населенные пункты	4014.0	2029.0	1985.0	50.5	49.5
  Советско-Гаванский район 	16602.0	8230.0	8372.0	49.6	50.4
    Городское население	15645.0	7720.0	7925.0	49.3	50.7
      пгт Заветы Ильича	9429.0	4690.0	4739.0	49.7	50.3
      пгт Лососина	3246.0	1596.0	1650.0	49.2	50.8
      пгт Майский	2970.0	1434.0	1536.0	48.3	51.7
    Сельское население	957.0	510.0	447.0	53.3	46.7
  Солнечный район 	36006.0	17587.0	18419.0	48.8	51.2
    Городское население	16089.0	7558.0	8531.0	47.0	53.0
      пгт Солнечный (рц)	14415.0	6783.0	7632.0	47.1	52.9
      пгт Горный	1674.0	775.0	899.0	46.3	53.7
    Сельское население	19917.0	10029.0	9888.0	50.4	49.6
      п. Березовый	5803.0	2918.0	2885.0	50.3	49.7
      п. Горин	3807.0	1788.0	2019.0	47.0	53.0
      прочие сельские населенные пункты	10307.0	5323.0	4984.0	51.6	48.4
  Тугуро-Чумиканский район - сельское население	2860.0	1459.0	1401.0	51.0	49.0
      с. Чумикан (рц)	1344.0	670.0	674.0	49.9	50.1
      прочие сельские населенные пункты	1516.0	789.0	727.0	52.0	48.0
  Ульчский район - сельское население	23930.0	12157.0	11773.0	50.8	49.2
      с. Богородское (рц)	4232.0	2102.0	2130.0	49.7	50.3
      п. Де-Кастри	3724.0	1943.0	1781.0	52.2	47.8
      прочие сельские населенные пункты	15974.0	8112.0	7862.0	50.8	49.2
  Хабаровский район 	90179.0	48932.0	41247.0	54.3	45.7
    Городское население - пгт Корфовский	5823.0	3138.0	2685.0	53.9	46.1
    Сельское население	84356.0	45794.0	38562.0	54.3	45.7
      с. Восточное	3745.0	1828.0	1917.0	48.8	51.2
      с. Князе-Волконское	9206.0	6177.0	3029.0	67.1	32.9
      с. Некрасовка	9435.0	4352.0	5083.0	46.1	53.9
      с. Таежное	4115.0	2303.0	1812.0	56.0	44.0
      с. Тополево	4241.0	2012.0	2229.0	47.4	52.6
      прочие сельские населенные пункты	53614.0	29122.0	24492.0	54.3	45.7
Амурская область	902844.0	435483.0	467361.0	48.2	51.8
    Городское население	594386.0	281230.0	313156.0	47.3	52.7
    Сельское население	308458.0	154253.0	154205.0	50.0	50.0
  г. Благовещенск с подчиненными его администрации населенными пунктами	222629.0	102806.0	119823.0	46.2	53.8
    Городское население - г. Благовещенск	219221.0	101140.0	118081.0	46.1	53.9
    Сельское население	3408.0	1666.0	1742.0	48.9	51.1
  г. Белогорск с подчиненными его администрации населенными пунктами	67933.0	32240.0	35693.0	47.5	52.5
    Городское население - г. Белогорск	67422.0	31988.0	35434.0	47.4	52.6
    Сельское население	511.0	252.0	259.0	49.3	50.7
  г. Зея	27795.0	12991.0	14804.0	46.7	53.3
  г. Райчихинск с подчиненными его администрации населенными пунктами	42232.0	20006.0	22226.0	47.4	52.6
    Городское население	42106.0	19940.0	22166.0	47.4	52.6
      г. Райчихинск	24498.0	11650.0	12848.0	47.6	52.4
      пгт Новорайчихинск	2948.0	1426.0	1522.0	48.4	51.6
      пгт Прогресс	13080.0	6110.0	6970.0	46.7	53.3
      пгт Широкий	1580.0	754.0	826.0	47.7	52.3
    Сельское население	126.0	66.0	60.0	52.4	47.6
  г. Свободный с подчиненными его администрации населенными пунктами	64256.0	31148.0	33108.0	48.5	51.5
    Городское население - г. Свободный	63889.0	30959.0	32930.0	48.5	51.5
    Сельское население	367.0	189.0	178.0	51.5	48.5
  г. Тында с подчиненными его администрации населенными пунктами	40285.0	19072.0	21213.0	47.3	52.7
    Городское население - г. Тында	40094.0	18977.0	21117.0	47.3	52.7
    Сельское население	191.0	95.0	96.0	49.7	50.3
  г. Шимановск	22267.0	10831.0	11436.0	48.6	51.4
  пгт Углегорск	5050.0	2637.0	2413.0	52.2	47.8
  Архаринский район 	21068.0	10375.0	10693.0	49.2	50.8
    Городское население - пгт Архара (рц)	10847.0	5173.0	5674.0	47.7	52.3
    Сельское население	10221.0	5202.0	5019.0	50.9	49.1
  Белогорский район - сельское население	23848.0	12205.0	11643.0	51.2	48.8
      с. Возжаевка	7280.0	4120.0	3160.0	56.6	43.4
      прочие сельские населенные пункты	16568.0	8085.0	8483.0	48.8	51.2
  Благовещенский район - сельское население	18673.0	9143.0	9530.0	49.0	51.0
  Бурейский район 	28211.0	13790.0	14421.0	48.9	51.1
    Городское население	21035.0	10198.0	10837.0	48.5	51.5
      пгт Новобурейский (рц)	8892.0	4199.0	4693.0	47.2	52.8
      пгт Бурея	5598.0	2719.0	2879.0	48.6	51.4
      пгт Талакан	6545.0	3280.0	3265.0	50.1	49.9
    Сельское население	7176.0	3592.0	3584.0	50.1	49.9
  Завитинский район	20198.0	9648.0	10550.0	47.8	52.2
    Городское население - г. Завитинск (рц)	14248.0	6739.0	7509.0	47.3	52.7
    Сельское население	5950.0	2909.0	3041.0	48.9	51.1
  Зейский район - сельское население	20827.0	10288.0	10539.0	49.4	50.6
      с. Овсянка	3731.0	1800.0	1931.0	48.2	51.8
      прочие сельские населенные пункты	17096.0	8488.0	8608.0	49.6	50.4
  Ивановский район - сельское население	29496.0	15016.0	14480.0	50.9	49.1
      с. Ивановка (рц)	6765.0	3207.0	3558.0	47.4	52.6
      с. Березовка	3593.0	1748.0	1845.0	48.7	51.3
      с. Среднебелая	6394.0	3787.0	2607.0	59.2	40.8
      прочие сельские населенные пункты	12744.0	6274.0	6470.0	49.2	50.8
  Константиновский район - сельское население	14847.0	7136.0	7711.0	48.1	51.9
      с. Константиновка (рц)	5930.0	2813.0	3117.0	47.4	52.6
      прочие сельские населенные пункты	8917.0	4323.0	4594.0	48.5	51.5
  Магдагачинский район 	26427.0	12744.0	13683.0	48.2	51.8
    Городское население	17706.0	8457.0	9249.0	47.8	52.2
      пгт Магдагачи (рц)	12208.0	5805.0	6403.0	47.6	52.4
      пгт Сиваки	2578.0	1250.0	1328.0	48.5	51.5
      пгт Ушумун	2920.0	1402.0	1518.0	48.0	52.0
