4. НАСЕЛЕНИЕ КОРЕННЫХ МАЛОЧИСЛЕННЫХ НАРОДОВ ПО ВОЗРАСТНЫМ ГРУППАМ, ПОЛУ И СОСТОЯНИЮ В БРАКЕ																
																
	Мужчины	в том числе							Женщины	в том числе						
		состоящие в браке	из них		никогда не состоявшие в браке	вдовые	разошедшиеся	не указавшие состояние в браке		состоящие в браке	из них		никогда не состоявшие в браке	вдовые	разошедшиеся	не указавшие состояние в браке
			в зарегистри-рованном браке	в незарегистри-рованном браке							в зарегистри-рованном браке	в незарегистри-рованном браке				
Городское и сельское население КМН в возрасте 16 лет и более, включая лиц до 16 лет, указавших состояние в браке																
18 – 19	40.0	5.0	1.0	4.0	34.0	-	-	1.0	45.0	11.0	2.0	9.0	34.0	-	-	-
20 – 29	214.0	87.0	39.0	48.0	124.0	1.0	2.0	-	226.0	110.0	47.0	63.0	108.0	2.0	6.0	-
30 – 39	170.0	89.0	57.0	32.0	63.0	4.0	13.0	1.0	195.0	126.0	77.0	49.0	39.0	11.0	19.0	-
40 – 49	180.0	122.0	88.0	34.0	36.0	6.0	16.0	-	216.0	140.0	101.0	39.0	28.0	29.0	19.0	-
50 – 59	83.0	61.0	40.0	21.0	9.0	5.0	8.0	-	103.0	67.0	44.0	23.0	9.0	18.0	9.0	-
60 – 69	35.0	21.0	10.0	11.0	3.0	8.0	3.0	-	69.0	21.0	7.0	14.0	4.0	39.0	5.0	-
70 и более	12.0	1.0	1.0	-	2.0	9.0	-	-	28.0	4.0	1.0	3.0	2.0	21.0	-	1.0
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Орочи	95.0	27.0	17.0	10.0	59.0	5.0	3.0	1.0	104.0	52.0	30.0	22.0	34.0	11.0	7.0	-
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		-	-	-	-		-	-	
16 – 17	9.0	-	-	-	8.0	-	-	1.0	7.0	-	-	-	7.0	-	-	-
18 – 19	7.0	-	-	-	7.0	-	-	-	7.0	-	-	-	7.0	-	-	-
20 – 29	18.0	5.0	4.0	1.0	13.0	-	-	-	27.0	15.0	8.0	7.0	12.0	-	-	-
30 – 39	25.0	9.0	5.0	4.0	15.0	1.0	-	-	20.0	14.0	7.0	7.0	3.0	-	3.0	-
40 – 49	16.0	4.0	1.0	3.0	9.0	1.0	2.0	-	26.0	16.0	10.0	6.0	5.0	3.0	2.0	-
50 – 59	13.0	6.0	5.0	1.0	7.0	-	-	-	9.0	4.0	3.0	1.0	-	4.0	1.0	-
60 – 69	5.0	2.0	2.0	-	-	2.0	1.0	-	7.0	3.0	2.0	1.0	-	3.0	1.0	-
70 и более	2.0	1.0	-	1.0	-	1.0	-	-	1.0	-	-	-	-	1.0	-	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Саамы	371.0	161.0	119.0	42.0	174.0	13.0	23.0	-	408.0	195.0	157.0	38.0	90.0	72.0	51.0	-
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		-	-	-	-		-	-	
16 – 17	29.0	-	-	-	29.0	-	-	-	25.0	1.0	-	1.0	24.0	-	-	-
18 – 19	12.0	-	-	-	12.0	-	-	-	14.0	2.0	2.0	-	12.0	-	-	-
20 – 29	92.0	34.0	19.0	15.0	56.0	-	2.0	-	64.0	33.0	25.0	8.0	27.0	1.0	3.0	-
30 – 39	72.0	36.0	30.0	6.0	26.0	1.0	9.0	-	81.0	55.0	43.0	12.0	7.0	3.0	16.0	-
40 – 49	85.0	45.0	32.0	13.0	33.0	-	7.0	-	95.0	62.0	51.0	11.0	7.0	9.0	17.0	-
50 – 59	47.0	29.0	24.0	5.0	13.0	1.0	4.0	-	54.0	25.0	23.0	2.0	6.0	15.0	8.0	-
60 – 69	18.0	7.0	6.0	1.0	5.0	5.0	1.0	-	39.0	13.0	10.0	3.0	5.0	16.0	5.0	-
70 и более	16.0	10.0	8.0	2.0	-	6.0	-	-	36.0	4.0	3.0	1.0	2.0	28.0	2.0	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Селькупы	1141.0	510.0	337.0	173.0	500.0	52.0	73.0	6.0	1271.0	734.0	479.0	255.0	281.0	176.0	76.0	4.0
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		-	-	-	-		-	-	
16 – 17	97.0	-	-	-	96.0	-	-	1.0	61.0	4.0	-	4.0	57.0	-	-	-
18 – 19	62.0	2.0	-	2.0	60.0	-	-	-	60.0	18.0	4.0	14.0	41.0	-	-	1.0
20 – 29	275.0	90.0	48.0	42.0	178.0	-	7.0	-	311.0	188.0	98.0	90.0	106.0	-	15.0	2.0
30 – 39	248.0	145.0	89.0	56.0	81.0	4.0	18.0	-	233.0	170.0	117.0	53.0	32.0	13.0	17.0	1.0
40 – 49	236.0	140.0	94.0	46.0	62.0	8.0	26.0	-	299.0	215.0	168.0	47.0	17.0	45.0	22.0	-
50 – 59	88.0	59.0	46.0	13.0	9.0	12.0	8.0	-	138.0	81.0	54.0	27.0	10.0	36.0	11.0	-
60 – 69	84.0	49.0	39.0	10.0	11.0	11.0	13.0	-	105.0	44.0	28.0	16.0	10.0	44.0	7.0	-
70 и более	46.0	25.0	21.0	4.0	3.0	17.0	1.0	-	62.0	12.0	9.0	3.0	8.0	38.0	4.0	-
возраст не указан	5.0	-	-	-	-	-	-	5.0	2.0	2.0	1.0	1.0	-	-	-	-
Сойоты	829.0	481.0	430.0	51.0	306.0	17.0	17.0	8.0	843.0	445.0	395.0	50.0	262.0	99.0	26.0	11.0
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		-	-	-	-		-	-	
16 – 17	50.0	-	-	-	43.0	-	-	7.0	53.0	-	-	-	44.0	-	-	9.0
18 – 19	31.0	1.0	1.0	-	30.0	-	-	-	35.0	-	-	-	35.0	-	-	-
20 – 29	241.0	75.0	62.0	13.0	166.0	-	-	-	211.0	97.0	79.0	18.0	108.0	2.0	3.0	1.0
30 – 39	189.0	141.0	124.0	17.0	39.0	1.0	7.0	1.0	178.0	127.0	112.0	15.0	30.0	13.0	8.0	-
40 – 49	160.0	131.0	118.0	13.0	23.0	2.0	4.0	-	169.0	134.0	121.0	13.0	14.0	14.0	7.0	-
50 – 59	84.0	74.0	71.0	3.0	1.0	6.0	3.0	-	67.0	37.0	35.0	2.0	7.0	17.0	5.0	1.0
60 – 69	58.0	48.0	44.0	4.0	1.0	6.0	3.0	-	76.0	40.0	39.0	1.0	7.0	27.0	2.0	-
70 и более	16.0	11.0	10.0	1.0	3.0	2.0	-	-	54.0	10.0	9.0	1.0	17.0	26.0	1.0	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Тазы	60.0	43.0	39.0	4.0	14.0	1.0	2.0	-	65.0	45.0	31.0	14.0	6.0	13.0	1.0	-
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		-	-	-	-		-	-	
16 – 17	3.0	-	-	-	3.0	-	-	-	-	-	-	-	-	-	-	-
18 – 19	3.0	-	-	-	3.0	-	-	-	2.0	1.0	1.0	-	1.0	-	-	-
20 – 29	11.0	8.0	7.0	1.0	3.0	-	-	-	13.0	11.0	8.0	3.0	2.0	-	-	-
30 – 39	10.0	8.0	7.0	1.0	1.0	-	1.0	-	9.0	6.0	3.0	3.0	1.0	2.0	-	-
40 – 49	22.0	16.0	15.0	1.0	4.0	1.0	1.0	-	14.0	11.0	8.0	3.0	2.0	-	1.0	-
50 – 59	5.0	5.0	5.0	-	-	-	-	-	10.0	8.0	6.0	2.0	-	2.0	-	-
60 – 69	3.0	3.0	3.0	-	-	-	-	-	9.0	5.0	4.0	1.0	-	4.0	-	-
70 и более	3.0	3.0	2.0	1.0	-	-	-	-	8.0	3.0	1.0	2.0	-	5.0	-	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Теленгиты	690.0	422.0	368.0	54.0	214.0	33.0	21.0	-	764.0	413.0	354.0	59.0	211.0	110.0	30.0	-
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		-	-	-	-		-	-	
16 – 17	55.0	-	-	-	55.0	-	-	-	36.0	1.0	-	1.0	35.0	-	-	-
18 – 19	33.0	-	-	-	33.0	-	-	-	23.0	1.0	1.0	-	21.0	-	1.0	-
20 – 29	168.0	66.0	50.0	16.0	94.0	-	8.0	-	167.0	85.0	67.0	18.0	76.0	2.0	4.0	-
30 – 39	149.0	127.0	114.0	13.0	15.0	1.0	6.0	-	172.0	130.0	114.0	16.0	25.0	8.0	9.0	-
40 – 49	174.0	149.0	132.0	17.0	11.0	11.0	3.0	-	196.0	131.0	112.0	19.0	23.0	29.0	13.0	-
50 – 59	52.0	38.0	35.0	3.0	4.0	6.0	4.0	-	65.0	37.0	35.0	2.0	4.0	22.0	2.0	-
60 – 69	35.0	27.0	24.0	3.0	-	8.0	-	-	50.0	20.0	17.0	3.0	9.0	20.0	1.0	-
70 и более	24.0	15.0	13.0	2.0	2.0	7.0	-	-	55.0	8.0	8.0	-	18.0	29.0	-	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Телеуты	483.0	288.0	254.0	34.0	136.0	16.0	43.0	-	648.0	301.0	254.0	47.0	130.0	153.0	64.0	-
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		-	-	-	-		-	-	
16 – 17	24.0	-	-	-	24.0	-	-	-	26.0	-	-	-	26.0	-	-	-
18 – 19	19.0	1.0	1.0	-	18.0	-	-	-	33.0	2.0	1.0	1.0	31.0	-	-	-
20 – 29	106.0	45.0	38.0	7.0	58.0	-	3.0	-	108.0	59.0	49.0	10.0	37.0	3.0	9.0	-
30 – 39	102.0	69.0	61.0	8.0	18.0	-	15.0	-	115.0	78.0	67.0	11.0	5.0	11.0	21.0	-
40 – 49	123.0	89.0	81.0	8.0	15.0	4.0	15.0	-	148.0	90.0	73.0	17.0	11.0	23.0	24.0	-
50 – 59	50.0	40.0	32.0	8.0	3.0	1.0	6.0	-	70.0	37.0	32.0	5.0	5.0	20.0	8.0	-
60 – 69	42.0	35.0	32.0	3.0	-	3.0	4.0	-	73.0	26.0	24.0	2.0	10.0	37.0	-	-
70 и более	17.0	9.0	9.0	-	-	8.0	-	-	75.0	9.0	8.0	1.0	5.0	59.0	2.0	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Тофалары	224.0	102.0	55.0	47.0	106.0	8.0	8.0	-	239.0	124.0	66.0	58.0	71.0	23.0	21.0	-
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		-	-	-	-		-	-	
16 – 17	16.0	-	-	-	16.0	-	-	-	19.0	-	-	-	19.0	-	-	-
18 – 19	26.0	1.0	-	1.0	25.0	-	-	-	18.0	5.0	-	5.0	11.0	2.0	-	-
20 – 29	50.0	20.0	3.0	17.0	30.0	-	-	-	56.0	33.0	10.0	23.0	17.0	-	6.0	-
30 – 39	39.0	23.0	13.0	10.0	14.0	-	2.0	-	46.0	31.0	20.0	11.0	10.0	2.0	3.0	-
40 – 49	53.0	39.0	28.0	11.0	9.0	1.0	4.0	-	63.0	42.0	29.0	13.0	8.0	8.0	5.0	-
50 – 59	22.0	13.0	7.0	6.0	7.0	1.0	1.0	-	21.0	10.0	6.0	4.0	2.0	3.0	6.0	-
60 – 69	13.0	4.0	3.0	1.0	4.0	4.0	1.0	-	10.0	2.0	-	2.0	2.0	5.0	1.0	-
70 и более	5.0	2.0	1.0	1.0	1.0	2.0	-	-	6.0	1.0	1.0	-	2.0	3.0	-	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Тубалары	488.0	296.0	195.0	101.0	131.0	26.0	35.0	-	490.0	309.0	197.0	112.0	94.0	67.0	20.0	-
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		-	-	-	-		-	-	
16 – 17	19.0	-	-	-	19.0	-	-	-	28.0	1.0	-	1.0	27.0	-	-	-
18 – 19	22.0	-	-	-	22.0	-	-	-	12.0	-	-	-	12.0	-	-	-
20 – 29	80.0	30.0	17.0	13.0	47.0	-	3.0	-	78.0	46.0	20.0	26.0	29.0	-	3.0	-
30 – 39	111.0	80.0	50.0	30.0	20.0	2.0	9.0	-	117.0	100.0	67.0	33.0	8.0	3.0	6.0	-
40 – 49	137.0	106.0	70.0	36.0	20.0	3.0	8.0	-	126.0	102.0	66.0	36.0	7.0	10.0	7.0	-
50 – 59	50.0	35.0	23.0	12.0	3.0	1.0	11.0	-	42.0	29.0	21.0	8.0	4.0	7.0	2.0	-
60 – 69	41.0	30.0	21.0	9.0	-	8.0	3.0	-	43.0	21.0	14.0	7.0	3.0	18.0	1.0	-
70 и более	28.0	15.0	14.0	1.0	-	12.0	1.0	-	44.0	10.0	9.0	1.0	4.0	29.0	1.0	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Тувинцы-тоджинцы	1365.0	811.0	529.0	282.0	452.0	78.0	24.0	-	1499.0	837.0	548.0	289.0	419.0	206.0	36.0	1.0
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		-	-	-	-		-	-	
16 – 17	127.0	-	-	-	127.0	-	-	-	115.0	-	-	-	114.0	-	-	1.0
18 – 19	57.0	1.0	-	1.0	56.0	-	-	-	64.0	11.0	-	11.0	52.0	1.0	-	-
20 – 29	353.0	152.0	43.0	109.0	197.0	-	4.0	-	382.0	203.0	68.0	135.0	164.0	8.0	7.0	-
30 – 39	318.0	256.0	163.0	93.0	43.0	8.0	11.0	-	338.0	249.0	170.0	79.0	45.0	34.0	10.0	-
40 – 49	234.0	201.0	156.0	45.0	17.0	10.0	6.0	-	304.0	213.0	176.0	37.0	30.0	45.0	16.0	-
50 – 59	128.0	103.0	90.0	13.0	7.0	16.0	2.0	-	130.0	89.0	75.0	14.0	8.0	32.0	1.0	-
60 – 69	100.0	73.0	57.0	16.0	5.0	21.0	1.0	-	119.0	60.0	51.0	9.0	4.0	53.0	2.0	-
70 и более	48.0	25.0	20.0	5.0	-	23.0	-	-	47.0	12.0	8.0	4.0	2.0	33.0	-	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Удэгейцы	411.0	214.0	156.0	58.0	148.0	16.0	31.0	2.0	410.0	257.0	180.0	77.0	80.0	45.0	26.0	2.0
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		-	-	-	-		-	-	
16 – 17	26.0	-	-	-	25.0	-	-	1.0	14.0	-	-	-	13.0	-	-	1.0
18 – 19	21.0	1.0	-	1.0	20.0	-	-	-	15.0	4.0	3.0	1.0	10.0	-	-	1.0
20 – 29	91.0	38.0	23.0	15.0	47.0	-	6.0	-	80.0	45.0	25.0	20.0	34.0	-	1.0	-
30 – 39	87.0	50.0	36.0	14.0	30.0	-	7.0	-	99.0	71.0	52.0	19.0	15.0	4.0	9.0	-
40 – 49	116.0	79.0	66.0	13.0	22.0	3.0	12.0	-	106.0	85.0	65.0	20.0	4.0	10.0	7.0	-
50 – 59	36.0	21.0	15.0	6.0	3.0	7.0	5.0	-	39.0	26.0	19.0	7.0	4.0	4.0	5.0	-
60 – 69	23.0	17.0	10.0	7.0	1.0	3.0	1.0	1.0	41.0	20.0	13.0	7.0	-	17.0	4.0	-
70 и более	11.0	8.0	6.0	2.0	-	3.0	-	-	16.0	6.0	3.0	3.0	-	10.0	-	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ульта (ороки)	45.0	10.0	4.0	6.0	34.0	1.0	-	-	44.0	23.0	11.0	12.0	12.0	8.0	1.0	-
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		-	-	-	-		-	-	
16 – 17	2.0	-	-	-	2.0	-	-	-	3.0	-	-	-	3.0	-	-	-
18 – 19	3.0	-	-	-	3.0	-	-	-	3.0	-	-	-	3.0	-	-	-
20 – 29	17.0	1.0	-	1.0	16.0	-	-	-	9.0	6.0	-	6.0	3.0	-	-	-
30 – 39	10.0	2.0	-	2.0	8.0	-	-	-	8.0	6.0	2.0	4.0	1.0	-	1.0	-
40 – 49	10.0	6.0	3.0	3.0	4.0	-	-	-	10.0	6.0	5.0	1.0	1.0	3.0	-	-
50 – 59	2.0	1.0	1.0	-	1.0	-	-	-	4.0	3.0	2.0	1.0	-	1.0	-	-
60 – 69	-	-	-	-	-	-	-	-	7.0	2.0	2.0	-	1.0	4.0	-	-
70 и более	1.0	-	-	-	-	1.0	-	-	-	-	-	-	-	-	-	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ульчи	722.0	328.0	238.0	90.0	323.0	20.0	51.0	-	838.0	463.0	330.0	133.0	201.0	110.0	64.0	-
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		-	-	-	-		-	-	
16 – 17	55.0	-	-	-	55.0	-	-	-	38.0	1.0	1.0	-	37.0	-	-	-
18 – 19	39.0	2.0	-	2.0	37.0	-	-	-	38.0	5.0	2.0	3.0	31.0	-	2.0	-
20 – 29	199.0	50.0	24.0	26.0	144.0	-	5.0	-	181.0	94.0	51.0	43.0	80.0	-	7.0	-
30 – 39	147.0	97.0	70.0	27.0	35.0	1.0	14.0	-	155.0	104.0	71.0	33.0	24.0	6.0	21.0	-
40 – 49	169.0	105.0	84.0	21.0	39.0	6.0	19.0	-	216.0	158.0	125.0	33.0	17.0	22.0	19.0	-
50 – 59	60.0	43.0	32.0	11.0	9.0	3.0	5.0	-	100.0	61.0	47.0	14.0	7.0	26.0	6.0	-
60 – 69	32.0	21.0	18.0	3.0	1.0	4.0	6.0	-	70.0	32.0	25.0	7.0	4.0	27.0	7.0	-
70 и более	21.0	10.0	10.0	-	3.0	6.0	2.0	-	40.0	8.0	8.0	-	1.0	29.0	2.0	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Ханты	5303.0	2686.0	2115.0	571.0	2163.0	229.0	204.0	21.0	6265.0	3627.0	2807.0	820.0	1408.0	899.0	315.0	16.0
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		-	-	-	-		-	-	
16 – 17	427.0	3.0	-	3.0	415.0	-	-	9.0	397.0	15.0	5.0	10.0	378.0	-	-	4.0
18 – 19	270.0	4.0	2.0	2.0	266.0	-	-	-	301.0	67.0	39.0	28.0	229.0	-	3.0	2.0
20 – 29	1401.0	496.0	360.0	136.0	871.0	6.0	25.0	3.0	1430.0	852.0	610.0	242.0	498.0	24.0	53.0	3.0
30 – 39	1341.0	880.0	683.0	197.0	362.0	28.0	70.0	1.0	1463.0	1136.0	911.0	225.0	151.0	82.0	94.0	-
40 – 49	1091.0	789.0	646.0	143.0	184.0	47.0	71.0	-	1348.0	990.0	787.0	203.0	82.0	181.0	95.0	-
50 – 59	393.0	279.0	228.0	51.0	52.0	34.0	28.0	-	586.0	336.0	269.0	67.0	34.0	175.0	41.0	-
60 – 69	248.0	159.0	131.0	28.0	11.0	69.0	9.0	-	477.0	186.0	148.0	38.0	22.0	250.0	18.0	1.0
70 и более	119.0	73.0	63.0	10.0	1.0	44.0	1.0	-	256.0	44.0	37.0	7.0	13.0	187.0	11.0	1.0
возраст не указан	13.0	3.0	2.0	1.0	1.0	1.0	-	8.0	7.0	1.0	1.0	-	1.0	-	-	5.0
Челканцы	212.0	137.0	99.0	38.0	59.0	9.0	7.0	-	283.0	178.0	122.0	56.0	59.0	32.0	14.0	-
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		-	-	-	-		-	-	
16 – 17	9.0	-	-	-	9.0	-	-	-	10.0	-	-	-	10.0	-	-	-
18 – 19	11.0	-	-	-	11.0	-	-	-	10.0	2.0	1.0	1.0	8.0	-	-	-
20 – 29	49.0	22.0	14.0	8.0	27.0	-	-	-	48.0	25.0	13.0	12.0	20.0	-	3.0	-
30 – 39	45.0	35.0	26.0	9.0	7.0	-	3.0	-	62.0	47.0	39.0	8.0	9.0	2.0	4.0	-
40 – 49	50.0	40.0	29.0	11.0	4.0	2.0	4.0	-	80.0	65.0	39.0	26.0	4.0	6.0	5.0	-
50 – 59	24.0	22.0	16.0	6.0	-	2.0	-	-	28.0	18.0	15.0	3.0	5.0	4.0	1.0	-
60 – 69	14.0	11.0	10.0	1.0	1.0	2.0	-	-	27.0	15.0	12.0	3.0	1.0	10.0	1.0	-
70 и более	10.0	7.0	4.0	3.0	-	3.0	-	-	18.0	6.0	3.0	3.0	2.0	10.0	-	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Чуванцы	205.0	93.0	73.0	20.0	86.0	8.0	18.0	-	248.0	116.0	95.0	21.0	81.0	30.0	21.0	-
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		-	-	-	-		-	-	
16 – 17	13.0	-	-	-	13.0	-	-	-	21.0	1.0	-	1.0	20.0	-	-	-
18 – 19	13.0	1.0	-	1.0	12.0	-	-	-	6.0	-	-	-	6.0	-	-	-
20 – 29	41.0	11.0	8.0	3.0	29.0	-	1.0	-	43.0	18.0	12.0	6.0	23.0	-	2.0	-
30 – 39	49.0	31.0	24.0	7.0	15.0	-	3.0	-	65.0	38.0	31.0	7.0	17.0	3.0	7.0	-
40 – 49	43.0	27.0	19.0	8.0	7.0	1.0	8.0	-	51.0	31.0	27.0	4.0	11.0	6.0	3.0	-
50 – 59	28.0	17.0	16.0	1.0	5.0	1.0	5.0	-	30.0	17.0	14.0	3.0	2.0	5.0	6.0	-
60 – 69	13.0	5.0	5.0	-	4.0	3.0	1.0	-	18.0	9.0	9.0	-	1.0	6.0	2.0	-
70 и более	5.0	1.0	1.0	-	1.0	3.0	-	-	14.0	2.0	2.0	-	1.0	10.0	1.0	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Чукчи	3554.0	1525.0	1020.0	505.0	1650.0	166.0	173.0	40.0	4018.0	1979.0	1320.0	659.0	1205.0	549.0	228.0	57.0
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		2.0	2.0	-	2.0		-	-	
16 – 17	298.0	4.0	-	4.0	264.0	-	-	30.0	273.0	9.0	1.0	8.0	220.0	-	1.0	43.0
18 – 19	204.0	8.0	2.0	6.0	195.0	-	-	1.0	160.0	21.0	4.0	17.0	137.0	1.0	-	1.0
20 – 29	883.0	243.0	106.0	137.0	621.0	1.0	13.0	5.0	893.0	441.0	215.0	226.0	411.0	17.0	20.0	4.0
30 – 39	908.0	488.0	314.0	174.0	333.0	20.0	66.0	1.0	1029.0	636.0	437.0	199.0	234.0	69.0	87.0	3.0
40 – 49	771.0	479.0	358.0	121.0	185.0	37.0	68.0	2.0	915.0	572.0	442.0	130.0	144.0	121.0	73.0	5.0
50 – 59	274.0	188.0	157.0	31.0	29.0	34.0	23.0	-	384.0	201.0	156.0	45.0	37.0	116.0	30.0	-
60 – 69	171.0	97.0	70.0	27.0	20.0	50.0	3.0	1.0	225.0	76.0	51.0	25.0	14.0	122.0	12.0	1.0
70 и более	45.0	18.0	13.0	5.0	3.0	24.0	-	-	137.0	21.0	14.0	7.0	8.0	103.0	5.0	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Чулымцы	222.0	111.0	77.0	34.0	82.0	13.0	16.0	-	229.0	116.0	80.0	36.0	51.0	45.0	17.0	-
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		-	-	-	-		-	-	
16 – 17	11.0	-	-	-	11.0	-	-	-	20.0	-	-	-	20.0	-	-	-
18 – 19	8.0	-	-	-	8.0	-	-	-	14.0	1.0	-	1.0	13.0	-	-	-
20 – 29	44.0	15.0	5.0	10.0	29.0	-	-	-	38.0	21.0	9.0	12.0	13.0	-	4.0	-
30 – 39	43.0	26.0	17.0	9.0	13.0	1.0	3.0	-	38.0	31.0	23.0	8.0	1.0	3.0	3.0	-
40 – 49	64.0	38.0	28.0	10.0	19.0	1.0	6.0	-	45.0	30.0	26.0	4.0	2.0	8.0	5.0	-
50 – 59	26.0	19.0	18.0	1.0	1.0	2.0	4.0	-	25.0	20.0	13.0	7.0	-	2.0	3.0	-
60 – 69	17.0	7.0	4.0	3.0	1.0	7.0	2.0	-	27.0	10.0	7.0	3.0	-	15.0	2.0	-
70 и более	9.0	6.0	5.0	1.0	-	2.0	1.0	-	22.0	3.0	2.0	1.0	2.0	17.0	-	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Шапсуги	935.0	576.0	555.0	21.0	272.0	46.0	41.0	-	955.0	514.0	502.0	12.0	223.0	165.0	53.0	-
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		-	-	-	-		-	-	
16 – 17	50.0	1.0	1.0	-	49.0	-	-	-	44.0	-	-	-	44.0	-	-	-
18 – 19	30.0	-	-	-	30.0	-	-	-	39.0	4.0	4.0	-	35.0	-	-	-
20 – 29	162.0	53.0	49.0	4.0	104.0	-	5.0	-	170.0	84.0	81.0	3.0	79.0	2.0	5.0	-
30 – 39	177.0	117.0	109.0	8.0	50.0	1.0	9.0	-	145.0	113.0	107.0	6.0	17.0	5.0	10.0	-
40 – 49	218.0	171.0	164.0	7.0	32.0	3.0	12.0	-	207.0	156.0	155.0	1.0	25.0	11.0	15.0	-
50 – 59	92.0	80.0	79.0	1.0	5.0	1.0	6.0	-	81.0	51.0	50.0	1.0	4.0	16.0	10.0	-
60 – 69	106.0	88.0	88.0	-	1.0	11.0	6.0	-	117.0	61.0	61.0	-	7.0	42.0	7.0	-
70 и более	100.0	66.0	65.0	1.0	1.0	30.0	3.0	-	152.0	45.0	44.0	1.0	12.0	89.0	6.0	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Шорцы	1312.0	711.0	470.0	241.0	410.0	101.0	90.0	-	1432.0	836.0	541.0	295.0	220.0	311.0	65.0	-
в том числе в возрасте, лет:																
до 16	-	-	-	-		-	-		-	-	-	-		-	-	
16 – 17	76.0	1.0	-	1.0	75.0	-	-	-	61.0	4.0	-	4.0	57.0	-	-	-
18 – 19	46.0	1.0	1.0	-	45.0	-	-	-	53.0	16.0	6.0	10.0	37.0	-	-	-
20 – 29	218.0	77.0	24.0	53.0	127.0	1.0	13.0	-	256.0	157.0	85.0	72.0	84.0	6.0	9.0	-
30 – 39	288.0	181.0	122.0	59.0	82.0	2.0	23.0	-	258.0	212.0	126.0	86.0	15.0	13.0	18.0	-
40 – 49	328.0	217.0	149.0	68.0	59.0	15.0	37.0	-	313.0	233.0	173.0	60.0	10.0	48.0	22.0	-
50 – 59	127.0	89.0	67.0	22.0	12.0	13.0	13.0	-	125.0	85.0	57.0	28.0	5.0	29.0	6.0	-
60 – 69	159.0	101.0	72.0	29.0	10.0	45.0	3.0	-	189.0	88.0	63.0	25.0	3.0	93.0	5.0	-
70 и более	70.0	44.0	35.0	9.0	-	25.0	1.0	-	177.0	41.0	31.0	10.0	9.0	122.0	5.0	-
возраст не указан	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
Эвенки	8190.0	3792.0	2952.0	840.0	3629.0	382.0	375.0	12.0	9049.0	4748.0	3520.0	1228.0	2563.0	1272.0	462.0	4.0
в том числе в возрасте, лет:																
до 16	1.0	1.0	-	1.0		-	-		1.0	1.0	-	1.0		-	-	
16 – 17	649.0	-	-	-	644.0	-	-	5.0	571.0	7.0	-	7.0	560.0	1.0	1.0	2.0
18 – 19	428.0	12.0	6.0	6.0	415.0	-	-	1.0	391.0	59.0	26.0	33.0	330.0	1.0	1.0	-
20 – 29	2009.0	619.0	401.0	218.0	1329.0	7.0	54.0	-	2040.0	1057.0	678.0	379.0	872.0	51.0	60.0	-
30 – 39	1938.0	1170.0	882.0	288.0	605.0	24.0	138.0	1.0	1991.0	1364.0	1016.0	348.0	369.0	122.0	136.0	-
